Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
Alcoa Corporation,Metals,"~14,600 (December 2017) [1]",https://alcoa.com,Michael Morris ( Chairman ) Roy Harvey ( CEO ),US$ 11.652 billion (2017) [1],"Pittsburgh, Pennsylvania , US (1888)","Pittsburgh, Pennsylvania"
"Alaska Air Group, Inc.",Transportation,"23,376 [2] (2018)",http://alaskaair.com,Brad Tilden (Chairman and CEO) Ben Minicucci (President & COO),US$ 8.264 Billion ( 2018 ) [1],1985,"SeaTac, Washington , U.S."
AAR CORP.,Aviation Aerospace & Defense,"6,000 ( FY 18 ) [1]",http://www.aarcorp.com/,John Holmes ( President ) & ( CEO ) David Storch ( Non-Executive Chairman of the Board ),US$ 1.8B ( FY 17 ) [1],incorporated 1955,"Wood Dale , Illinois , USA"
Aircastle Limited,Commercial Aircraft Sales and Leasing,Approximately 100,http://www.aircastle.com/,Michael Inglese ( CEO ) Aaron Dahlke ( CFO ),US$ 796 Million ( FY 2017 ) [1],2005,"Stamford , Connecticut , United States"
BP Prudhoe Bay Royalty Trust,Oil and natural gas,,,"Bob Dudley (CEO) Marie Trimboli, Assistant Vice President, Bank of New York (trustee)",,"New York, New York , United States (February 28, 1989 ; 30 years ago ( 1989-02-28 ) ) [1]",Headquarters in New York; assets on the Alaska North Slope at the Prudhoe Bay Oil Field
"Box, Inc.","Cloud storage , File hosting",,https://www.box.com/,,,,"Redwood City, California , U.S."
Boston Scientific Corporation,Medical device,"29,000 [1] (2017)",http://bostonscientific.com,"Michael F. Mahoney, Chairman and ( CEO ) Daniel Brennan, CFO",$ 9.048 billion (2017) [1],1979,"Marlborough, Massachusetts , United States"
"Boston Properties, Inc.",Real Estate Investment Trust,765 (2015) [2],http://www.bostonproperties.com,"Owen D. Thomas, CEO, Douglas T. Linde, President, Michael E. LaBelle, CFO, Mortimer Zuckerman , Chairman",US$2.49 billion (2015) [1],1970,"Boston, Massachusetts , U.S."
Boston Beer Company,Alcoholic beverage,"1,325 (December 27, 2014) [5]",http://www.bostonbeer.com,Jim Koch Chairman David A. Burwick President and Chief Executive Officer Frank H. Smalla Chief Financial Officer and Treasurer Quincy Troupe Vice President of Operations John C. Geist Chief Sales Officer David L. Grinnell Vice President of Brewing,US$ 903.007M ( FY 2014 ) [3],1984,"Boston, MA (Administrative Offices and Brewery)"
BorgWarner Inc.,Automotive industry,"29,000 [6] (2017)",http://www.BorgWarner.com,Frédéric Lissalde (President and CEO) [3],US$8.305 billion ( FY 2014 ) [4],1880 (as Morse Equalizing Spring Co.) [1] 1928 (formation of Borg-Warner Corp.) [1],"Auburn Hills, Michigan , USA"
AK Steel Holding Corporation,Steel,"9,500 [6] (2018)",https://www.aksteel.com/,"Roger K. Newport, CEO Kirk W. Reich, President & COO James A. Thomson, Chairman",$6.818 billion (2018) [1],1899 ; 120 years ago ( 1899 ) (as The American Rolling Mill Company - Armco ),"West Chester Township, Butler County, Ohio , United States"
Boyd Gaming Corp.,"Gambling, Hotels, Entertainment","30,000+ (November 2018)",http://boydgaming.com,,US$2.3 billion (2017) [2],"January 1, 1975 ; 44 years ago ( January 1, 1975 )","Paradise , Nevada , United States [1]"
Boise Cascade Company,Forest products,"6,370 [1] (2017)",http://www.bc.com/,Thomas K. Corrick (CEO),,"1957 ( 1957 ) , 62 years ago","Boise, Idaho , USA"
Booz Allen Hamilton Holding Corporation,Management consulting Information technology consulting,"25,803 [3] (2019)",http://www.boozallen.com/,"Horacio D. Rozanski , ( President & Chief Executive Officer ) [1] John Michael McConnell , (Vice Chairman)",US$6.7 billion (2019) [2],1914 ; 105 years ago ( 1914 ),"McLean, Virginia , U.S. [1]"
BP plc,Oil and gas,"~73,000 (2019) [1]",http://www.bp.com,Helge Lund (Chairman) Bob Dudley (Group Chief Executive) Bernard Looney (Chief Executive-designate),US$ 303.73 billion (2018),14 April 1909 ; 110 years ago ( 1909-04-14 ),"London, England, United Kingdom"
"Brinker International, Inc.",Restaurant,"57,906 [2] (2017)",http://www.brinker.com,"Wyman T. Roberts, CEO",US$ 2.904746 billion (FY 2015) [1],1991 ( 1991 ),"3000 Olympus Dallas, Texas , U.S. 75019"
"CSS Industries, Inc.",Consumer Goods,,http://www.cssindustries.com,Rebecca C. Matthias ( Board Chair ) Christopher J. Munyan ( President ) & ( CEO ),US$ 498.25 Million ( 2008 ),1923 (as City Stores Company),"Plymouth Meeting, Pennsylvania"
The Boeing Company,Aerospace Defense,"153,027 (January 1, 2018) [2]",https://www.boeing.com/,"Dennis Muilenburg (President, CEO)",US$ 101.127 billion (2018),"July 15, 1916 ; 103 years ago ( 1916-07-15 ) (as Pacific Aero Products Co.) Seattle , Washington , U.S.","Boeing International Headquarters , Chicago , Illinois , U.S."
"CryoLife, Inc.",,1000 (2017) [2],http://www.cryolife.com,"J. Patrick Mackin, Chairman of the Board, President & CEO",$190 million (2017) [1],1984,"Kennesaw, Georgia , United States"
Crown Holdings,Packaging,"24,342 [3] (2017)",http://www.crowncork.com/,"Timothy J. Donahue, CEO and President, Thomas A. Kelly CFO and SVP, John W. Conway, Chairman of the Board",US$ 8.5B ( FY 2012 ) [1],1892,"Philadelphia , Pennsylvania , U.S."
Crown Castle International Corp.,Wireless communication services,"4,500 [1] (2017)",http://crowncastle.com,,"US$ 4,355.6 million (2017)",1994 ; 25 years ago ( 1994 ) in Texas,"Houston, Texas , U.S."
CRH plc,Building materials,"85,000 (2019) [2]",http://www.crh.ie/,"Nicky Hartery , (Chairman) Albert Manifold , (CEO)","€ 26,790 million (2018) [1]","Cement Limited (1936), Roadstone Limited (1949) & merger to form Cement Roadstone Holdings (1970)","Dublin , Ireland"
Crescent Point Energy Corp.,Oil and gas industry,,http://www.crescentpointenergy.com,"Craig Bryksa, President and CEO Robert Heinemann, Chairman of the Board",CAD$3.4 billion (2018),2001 as Crescent Point Energy Ltd.,"Calgary , Alberta , Canada"
Credicorp Ltd.,"Insurance , Commercial Banking , Investment Banking , Pension Funds","33,636 (2017)",http://phx.corporate-ir.net/phoenix.zhtml?c=97944&p=irol-irhome,Dionisio Romero Paoletti Chairman Walter Bayly Llona CEO,S/ 11.4 billion (2017),1995,"Hamilton, Bermuda"
Crawford & Company,,"8,100+ (2014)",http://www.crawfordandcompany.com,,$1.07 billion (2018) [1],1941,"Atlanta, Georgia , USA"
Crane Co.,Industrial conglomerate,"11,000",http://www.craneco.com/,"Robert S. Evans , Chairman Max Mitchell, President & CEO [1]",US$3.0 billion,"Chicago, Illinois (1855)","Stamford, Connecticut , United States"
Bristol-Myers Squibb Company,Pharmaceuticals,"~23,300 (2018)",http://bms.com,"Giovanni Caforio, M.D. ( Chairman & CEO ) Charles Bancroft ( CFO )",US$ 22.56 billion (2018),1887,"345 Park Avenue New York , New York , United States"
"CF Industries Holdings, Inc.",Manufacturing and distribution,"2,950 [2] (2017)",http://www.cfindustries.com/,,US$ 3.685 billion (2016) [1],1946 ( 1946 ),"Deerfield , Illinois , United States"
CPFL Energia S.A.,Electricity,"7,924",http://www.cpfl.com.br,Gustavo Estrella ( CEO ),US$ 8.0 billion (2017) [1],1912 ( 1912 ),"Campinas , Brazil"
Credit Suisse Group AG,Financial services,"45,680 ( FTE , end 2018) [1]",http://www.credit-suisse.com,Urs Rohner (Chairman) Tidjane Thiam (CEO),CHF 21.79 billion (2018) [1],1856 ; 163 years ago ( 1856 ),"Paradeplatz 8 Zürich , Switzerland"
"Quotient Technology, Inc.",Coupons,727 (2017),http://www.coupons.com/,Steven Boal ( Founder & Chairman ) Ronald Fior ( CFO ),US$ 322.12 million (2017),May 1998 ; 21 years ago ( 1998-05 ),"Mountain View , California , U.S."
Cott Corporation,Business Services,"10,400",http://www.cott.com/,Chairman: David T. Gibbons President and CEO: Jerry Fowden CFO: Jay Wells,$2.3 Billion (2017),1952 ; 67 years ago ( 1952 ),"Mississauga, Ontario , Canada"
Coty Inc.,Beauty,"20,000 [1] (2018)",http://coty.com,Peter Harf ( Chairman ) Pierre Laubies ( CEO ),US$ 9.4 billion (2018) [1],"1904 ; 115 years ago ( 1904 ) in Paris , France","New York City , New York , U.S."
Costamare,Shipping,2.500 (2014) [7],http://www.costamare.com,,US$484.0 million (2014) [1],1975 ; 44 years ago ( 1975 ),Monaco
Cosan,Conglomerate,"45,000",http://www.cosan.com.br,Marcos Marinho Lutz ( CEO ),US$ 16.1 billion (2017),1936,"São Paulo , Brazil"
Cousins Properties Incorporated,,257 (2018),http://www.cousinsproperties.com/,"S. Taylor Glover, Chairman Lawrence L. Gellerstedt III, CEO Gregg D. Adzema, CFO",$0.475 billion (2018),1958 ; 61 years ago ( 1958 ),"Atlanta, Georgia , United States"
"Corteva, Inc.",Agricultural chemicals,,http://corteva.com,,,2019,"Wilmington, Delaware , U.S."
Corporate Office Properties Trust,Real estate investment trust,375 (2017),http://copt.com/,"Stephen E. Budorick, CEO & President Thomas F. Brady, Chairman Anthony Mifsud, CFO",$0.612 billion (2017),1988 ; 31 years ago ( 1988 ),"Columbia, Maryland"
Corning Incorporated,Technology Glass & Ceramic Materials,"51,500 [2]",http://www.corning.com/,Wendell P. Weeks (Chairman and CEO) Lawrence D. McRae (Vice Chairman),US $11.4 billion (2018) [1],1851 ; 168 years ago ( 1851 ),"Corning , New York , United States"
"CoreLogic, Inc.",Financial services,"6,500 (2015)",http://www.corelogic.com/,"Frank Martell, President and CEO",US$ 1.528 billion (2015) [1] US$ 1.405 billion (2014) [1],"California , USA (2010)","Irvine, California , USA"
Core Laboratories N.V.,Petroleum,"4,700 (as of 2018) [2]",http://corelab.com,,US$ 0 700 Mln (2018) [1],,"Amsterdam , The Netherlands"
CoreCivic,Private prisons,"16,750 – December 2011",http://www.corecivic.com/,John D. Ferguson Chairman of the Board Damon T. Hininger President & CEO,$ 1.736 billion,"Nashville, Tennessee , U.S. (1983)","Nashville, Tennessee , U.S."
Copa Holdings S.A.,,"8,277 (2014)",http://copaair.com,,,,"Panama City , Panama"
Cooper Tire & Rubber Company,Manufacturing,"9,027 (2019)",http://coopertire.com,Thomas P. Capo ( Non-Executive Chairman ) Bradley E. Hughes ( President & CEO ) Ginger M. Jones ( Vice President & CFO ),US$ 2.92 billion (2016),1914 ; 105 years ago ( 1914 ),"Findlay, Ohio , U.S."
CooperCompanies,Medical Devices,"12,000 (2018) [1]",http://coopercos.com,"Albert G. White III, President & CEO",,1958 ( 1958 ),"Pleasanton, California , U.S."
CoreSite Realty Corporation,Real estate investment trust,454 (2018),https://www.coresite.com/,"Robert G. Stuckey, Chairman Paul E. Szurek, President & CEO Jeffrey S. Finnin, CFO",$0.544 billion (2018),2001 ; 18 years ago ( 2001 ) (as CRG West),"Denver, Colorado , U.S."
"Continental Resources, Inc.",Petroleum,"1,127 [1] (2017)",http://contres.com,"Harold Hamm , Chairman Nikos Panagogiannopoulos,[CEO] John D. Hart, CFO Jack Stark, President",$2.982 billion (2017),,"Oklahoma City , Oklahoma, United States"
"Country Style Cooking Restaurant Chain Co., Ltd.",Restaurants,"7,119",http://www.csc100.com,,,,"Chongqing , China"
"The Container Store Group, Inc.",Retail,"4,185 (2017) [3]",https://www.containerstore.com/welcome.htm,Melissa Reiff ( CEO & Director),US$ 819.9 million (2017) [2],"Dallas , Texas (1978)","Coppell , Texas"
Constellium SE,Aluminium production,"≈13,000 (2019)",http://www.constellium.com/,"Jean-Marc Germain (CEO)
Peter Matt, CFO [1]",€5.7 billion (2018),2011,"Amsterdam , Netherlands"
"Constellation Brands, Inc.",Beverages,"8,700 [3] (2017)",http://www.cbrands.com,Rob Sands (Chairman) Richard Sands (Vice Chairman) Bill Newlands (CEO) [1],US$7.33 billion (2017) [2],1945 ( 1945 ),"Victor, New York , United States"
Constellation,Energy,,http://www.constellation.com,"Jim McHugh [1] ( CEO ) Joe Nigro (former CEO, Current Exelon CFO) Mayo A. Shattuck III (Former President and CEO)",,1999,"Baltimore, Maryland , U.S."
"Consolidated Edison, Inc.",Energy,"15,591 (2017) [1]",http://coned.com,John McAvoy (CEO),US$ 12.033 billion (2017) [1],1823 (as the New York Gas Light Company),"4 Irving Place , New York City, New York , United States"
Companhia Paranaense de Energia - Copel,Electricity Telecommunications,"8,560",http://www.copel.com,"Lindolfo Zimmer, ( Chairman ) Ricardo Portugal Alves, ( CEO )",US$ 4.3 billion (2017) [1],1954,"Curitiba , Brazil"
Conduent Inc.,Business process services,"65,000 [1] (2017)",http://conduent.com,Cliff Skelton (Chief Executive Officer) Brian Webb-Walsh (Chief Financial Officer),US$ 6.6 billion (2017),3 January 2017 ; 2 years ago ( 2017-01-03 ),"Florham Park, New Jersey , U.S."
Concho Resources Inc.,Petroleum industry,"1,503 (2018)",https://www.concho.com/,"Timothy A. Leach, Chairman & CEO Jack F. Harper, CFO",$4.151 billion (2018),2004 ; 15 years ago ( 2004 ),"Midland, Texas"
Viña Concha y Toro S.A.,Beverage,"3,596",http://www.conchaytoro.cl,Alfonso Larraín Santa Maria (Chairman) Eduardo Guilisasti Gana (CEO) Don Melchor de Santiago Concha y Toro (Creator),US$ 965.68 million (2017),1883,"Santiago, Chile"
"Conagra Brands, Inc.",Food processing,"~12,600 (2017) [2]",http://www.conagrabrands.com/,Sean Connolly ( CEO ),US$ 7.827 billion (2017) [2],1919 ; 100 years ago ( 1919 ) [1],"Merchandise Mart Chicago, Illinois , United States"
ConocoPhillips,Oil and gas,"11,400 (2017)",http://conocophillips.com,Ryan Lance (Chairman & CEO),US$ 38.727 billion (2018),1875 ; 144 years ago ( 1875 ) (as Continental Oil and Transportation Co.) 30 August 2002 ; 17 years ago ( 2002-08-30 ) (as ConocoPhillips Co.) [1],"Houston Energy Corridor , Houston , Texas , U.S. [2]"
Consol Energy,"Coal mining , Natural Gas Production","1,692 [1]",http://www.consolenergy.com,"William P. Powell, Chairman Jimmy A. Brock, President & CEO Kurt R. Salvatori, Chief Administrative Officer & Executive VP Martha A. Weigand, General Counsel and Secretary [2]",US$1.53 billion (2010) [3],1864 ; 155 years ago ( 1864 ),"Cecil Township, Pennsylvania , U.S."
Compañia de Mínas Buenaventura S.A.A.,Mining,,http://www.buenaventura.com/en/,,US$ 1.4 Billion (2010),(1953),"Lima , Peru"
Compañía Cervecerías Unidas S.A.,Beverages & Foods,"8,000",http://www.ccu.cl,"Andrónico Luksic Craig , ( Chairman ) Patricio Jottar, ( CEO )",US$ 2.2 billion (2017) [1],1902,Santiago
Companhia Siderurgica Nacional (CSN),Iron and steel,"19,000","http://www.csn.com.br/,#cite_note-exame.abril.com.br-1","Benjamin Steinbruch , ( Chairman & CEO )",US$ 6.0 billion (2018) [1],9 April 1941 ( 9 April 1941 ),"São Paulo , Brazil"
"Community Health Systems, Inc.",Health care,"120,000",http://www.chs.net/,Wayne T. Smith ( CEO ) Thomas J. Aaron ( CFO ),$ 18.438 billion (2016),1985,"Franklin, Tennessee , United States"
"Community Bank, N.A.",Banking,,http://www.communitybankna.com,Mark E. Tryniski (CEO),,1866,"DeWitt, New York"
Commercial Metals Company,Metals,"8,900 [1] (2018)",http://www.cmc.com/,"Barbara Smith, President & Chairman & CEO",$4.643 billion (FY 2018),1915 ; 104 years ago ( 1915 ),"Irving, Texas , United States"
Comfort Systems USA,HVAC,,http://comfortsystemsusa.com/,"Franklin Myers, Chairman of the Board Brian E. Lane, President & CEO William George, III, Executive Vice President, CFO and member of founding management",,1997,"Houston, Texas , United States"
Comerica Incorporated,Financial services,"8,190 (2017)",http://comerica.com,"Curtis C. Farmer CEO Ralph Babb Jr. Executive Chairman Muneera S. Carr, CFO",,1849 ; 170 years ago ( 1849 ) as Detroit Savings Fund Institute,"Comerica Bank Tower Dallas , Texas , U.S."
"Colony Capital, Inc.",Private equity real estate,,https://clny.com,,,1991 ; 28 years ago ( 1991 ),"Los Angeles, California , United States"
Colgate-Palmolive Company,Consumer goods,"34,500 (2018) [2]",http://colgatepalmolive.com,Noel Wallace (President & COO) Ian Cook (Chairman & CEO),US$ 15.5 billion (2018),1806 ; 213 years ago ( 1806 ),"300 Park Avenue New York, NY , United States"
Colfax Corporation,Machinery,"14,300 [1] (2017)",http://www.colfaxcorp.com,Matthew Trerotola ( CEO ),,,"Annapolis Junction , Maryland , United States"
"Coeur Mining, Inc.",Mining,"1898 (December 31, 2012) [1]",http://www.coeur.com,"Mitchell J. Krebs, President and CEO Robert E. Mellor, Chairman of the Board Peter C. Mitchell, Senior VP and CFO Frank L. Hanagarne, Jr,. Senior VP and COO Brian Sandoval , board member",US$665.777 million (2016) [1],1928,"Chicago, Illinois , United States"
CNO Financial Group Inc.,Financial services,"3,300 [6] (2017)",http://cnoinc.com/,Gary C. Bhojwani (CEO),$ 3.8 billion (2015) [1],1979 ; 40 years ago ( 1979 ),"Carmel, Indiana , United States"
"Compass Minerals International, Inc.",Mining,"1,778 (at the end of 2012)",http://compassminerals.com,Kevin Crutchfield (CEO),> $US 942 million annually (2012),"2001 in present form, some parts go back to 1844","Overland Park, Kansas , United States"
CNA Financial Corporation,Insurance,"6,700 (2016) [1]",https://www.cna.com,"Dino Robusto, Chairman and CEO",US$ 9.366 billion (2016) [1],"1897 ; 122 years ago ( 1897 ) (as Continental Assurance Company of North America) Detroit , Michigan , U.S. 1967 ( 1967 ) (parent company)","151 North Franklin Chicago , Illinois , U.S."
CMS Energy,Energy,"7,887 [3] (2017)",http://www.cmsenergy.com/,"Patti Poppe ( President ), ( CEO ) Rejji Hayes ( Chief Financial Officer ) [1]",,1886,"Jackson, Michigan , United States"
Coca-Cola Enterprises,Beverages,"13,250 (2011) [5]","http://www.cokecce.com/,https://www.wikidata.org/wiki/Q2981188?uselang=en#P856","John F. Brock ( Chairman & CEO ) Manik Jhangiani ( CFO ) Hubert Patricot ( President , Europe Group) [1]",US$ 7.6 Billion ( FY 2012 ) [2],1986,"Atlanta, Georgia , U.S."
CNOOC Limited,"Oil and gas, energy","5,377 [2] (2012)",http://www.cnoocltd.com,"Zhong Hua (CFO) Yang Hua (Chairman and CEO), [1] Yuan Guangyu (President)",,August 1999,"Hong Kong , China (registered office) Beijing ( de facto )"
The Coca-Cola Company,Beverage,"62,600 (2018) [1]",http://coca-colacompany.com/,James Quincey (Chairman and CEO) Brian Smith (President and COO),US$ 31.85 billion (2018) [1],"January 29, 1892 ; 127 years ago ( 1892-01-29 ) Atlanta , Georgia , U.S.","Atlanta , Georgia , United States"
"Cloudflare, Inc.",Internet,,https://www.cloudflare.com/,Matthew Prince ( CEO ) Michelle Zatlyn ( COO ) John Graham-Cumming ( CTO ) Thomas Seifert ( CFO ) Chris Merritt ( CRO ) Joe Sullivan ( CSO ),US$ 192.67 million [1] (2018),July 2009 ; 10 years ago ( 2009-07 ),"San Francisco , California , U.S."
CNH Industrial N.V.,Heavy equipment,"68,257 (end 2012) [37]",http://www.fiatindustrial.com,Sergio Marchionne ( Chairman ),€ 25.8 billion (2012) [37],July 2010; 8 years ago(incorporated),"Turin , Italy"
Cloud Peak Energy,,1200,https://cloudpeakenergy.com/,,,,
"Cleveland-Cliffs, Inc.","Iron ore , direct reduced iron",,http://www.clevelandcliffs.com/,"Lourenco Goncalves (Chairman, Pres. & CEO) Terry Fedor (EVP, Operations) James Graham (VP, CLO & Sec.) Maurice Harapiak (EVP, H.R.) Terrence Mee (EVP, Global Comm.) Clifford Smith (EVP, COO) Keith Koci (EVP & CFO)",US$ 2.3 bil (FY 2018) [1],"Cleveland, Ohio , United States (1846) as Cleveland Iron Company","200 Public Square, Cleveland , USA"
Clearwater Paper Corporation,"Pulp and paper industry , Private label tissue",,http://www.clearwaterpaper.com/,Linda Massman ( CEO ),$ 2 billion in sales,2008,"Spokane , Washington , U.S."
"Clearfield, Inc.","Fiber Optics Manufacturing, Cable manufacturing, communications equipment",,http://www.clearfieldconnection.com/,Cheri Beranek (CEO) Johnny Hill (COO) Daniel Herzog (CFO),,2008,"Minneapolis, Minnesota , United States"
Clean Harbors,"Environmental , Energy and Industrial Services","12,700 [2] (2017)",http://www.cleanharbors.com,,$3 billion(2017) [1],1980,"Norwell, MA , U.S.A."
Civeo Corporation,Oil and gas,"4,000",http://civeo.com/,Bradley J. Dodson (Chief Executive Officer & President),,,"Houston , Texas , United States"
The Clorox Company,Consumer household products Healthcare Food,"8,700 (2019)",http://thecloroxcompany.com,Benno Dorer (Chairman and CEO) Pamela Thomas-Graham (lead independent director),US$ 6.2 billion (2019),"May 3, 1913 ; 106 years ago ( 1913-05-03 )","Clorox Building , Oakland , California , U.S."
"Cloudera, Inc.",Software Development,3000 [1],http://cloudera.com/,Scott Aronson (CEO) Amr Awadallah(CTO) Jim Frankola (CFO) Mick Hollison (CMO) David Middler (CLO) Arun Murthy (CPO),,2008,"Palo Alto, California"
CIT Group Inc.,Banking Financial services,"3,678 (2018)",http://cit.com,Ellen Alemany (Chairwoman & CEO ) John Fawcett ( CFO ) Robert Rubino (President of CIT Bank),US$2.29 billion (2018) [1],"1908 ; 111 years ago ( 1908 ) in St. Louis, Missouri","11 West 42nd Street , New York, New York , USA"
Cision Ltd.,Technology,"5,100 (incl. subdivisions)",https://www.cision.com,Kevin Akeroyd ( CEO ) [1] Jack Pearlstein ( CFO ) Whitney Benner ( CHRO ) Robert Coppola ( CIO ),,1867 ( 1867 ),"Chicago , United States"
"Cincinnati Bell, Inc.",Telecommunications,"4,300 (2019)",http://www.cincinnatibell.com/,"Leigh Fox, President & CEO",$1.378 billion (2018),1873,"Cincinnati, Ohio , United States"
Cimarex Energy Co.,Petroleum industry,955 (2018),https://www.cimarex.com/,"Thomas E. Jorden, Chairman & CEO G. Mark Burford, CFO",$1.918 billion (2018),2002 ; 17 years ago ( 2002 ),"Denver , Colorado, United States"
"Citizens Financial Group, Inc.",Banking,"~18,100 (December 2018) [1]",http://www.citizensbank.com/,Bruce Van Saun ( Chairman & CEO ),US$ 6.128 billion (2018) [1],1828 ; 191 years ago ( 1828 ),"Providence, Rhode Island , United States"
Ciena Corporation,Telecommunications equipment,"6,013 (2018)",http://www.ciena.com,Patrick Nettles ( Executive Chairman ) Gary Smith ( President and CEO ),$3.10 billion USD  (2018),1992 ; 27 years ago ( 1992 ),"Hanover, Maryland , United States"
"Cinemark Holdings, Inc.",,"19,915 [1] (2017)",http://cinemark.com,Lee Roy Mitchell (Chairman) Mark Zoradi (CEO),US$ 4.644 billion (2016),"June 7, 1984 ; 35 years ago ( 1984-06-07 )","Plano, Texas"
Chubb Limited,Insurance and Reinsurance,"31,000",http://new.chubb.com,Evan G. Greenberg ( Chairman and CEO ),US$ 19.138 billion (2015) [1],"Hamilton, Bermuda (1985 ( 1985 ) )","Zürich , Switzerland"
Christopher & Banks,Retail,,http://www.christopherandbanks.com,"Keri Jones, CEO [1]",,1956,"Plymouth, Minnesota , United States"
"Church & Dwight Co., Inc.","Dental, Medical","4,700 [2] (2017)",http://www.churchdwight.com,"Matthew T. Farrell, CEO",$3.4 billion (2015) [1],"1847: as John Dwight and Company 1896: as Church & Dwight, Co.","Ewing, New Jersey , U.S."
"Choice Hotels International, Inc",Hospitality industry Franchising,"1,987 (global operations) [4] : 37",http://www.choicehotels.com,Pat Pacious ( President and CEO ) Stewart W. Bainum Jr. ( Chairman ) Dom Dragisich ( CFO ),US$1.04 billion (2018) [3],1939 ; 80 years ago ( 1939 ),"Rockville, Maryland , United States"
"Chunghwa Telecom Co., Ltd.",Telecommunications,"22,913（as of 31 May 2016）",https://www.cht.com.tw/en/home/cht,"Yu Cheng, chairman and chief executive officer",USD 7.300 billion (March 2016),15 June 1996 ; 23 years ago ( 1996-06-15 ),"Zhongzheng , Taipei , Taiwan"
China Yuchai International Limited,Diversified Machinery,,http://www.cyilimited.com,Weng Ming Hoh  (President) (2012.12),,1993,Singapore
China United Network Communications Group,Telecommunications,,http://www.chinaunicom.com,"Wang Xiaochu (chairman & Party Secretary ) Lu Yimin (vice-chairman, President , Deputy Party Secretary ) Li Fushen (director, VP, CFO , Deputy Party Secretary) [2] [nb 2] Shao Guanglu (VP, member of the party committee) [nb 3] Jiang Zhengxin (VP, member of the party committee) [nb 4] César Alierta (director of China Unicom (H.K.))",CN¥ 274.197 billion (2016),18 June 1994 ; 25 years ago ( 1994-06-18 ) [1],"Beijing , China"
China Telecom,Telecommunications,"287,076 [3] : 85 (2016)",http://www.chinatelecom-h.com,Yang Jie (chairman & CEO ) [1] [2],CN¥ 352.285 billion [3] : 129 (2016),10 September 2002 ; 17 years ago ( 2002-09-10 ),"Beijing , China"
"Chipotle Mexican Grill, Inc.",Fast casual,"64,570 [5] [6] (2017)",http://www.chipotle.com,Steve Ells (Executive Chairman) Brian Niccol (CEO) Mark Crumpacker (Chief Marketing and Development Officer) Jack R. Hartung (Chief Financial Officer),US$ 3.9 billion (2016) [3],"July 13, 1993 ; 26 years ago ( 1993-07-13 ) [1]","Newport Beach, California , U.S."
