Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
"CEVA, Inc.",Semiconductors,313 [1] (2017),http://www.ceva-dsp.com,"Gideon Wertheizer, CEO",US$87.51 million [1] (2017),2002 ; 17 years ago ( 2002 ),"Mountain View, California , United States"
"Ceres, Inc.",Biotechnology,,http://ceres.net,Richard Hamilton (President and CEO),,1996,"Thousand Oaks, California , United States"
Ceragon Networks Ltd.,communication,1100,http://ceragon.com,CEO : Ira Palti,US$ 446.7 million ( 2012 ),1996 ; 23 years ago ( 1996 ),"Tel Aviv , Israel"
Cepheid Inc.,Scientific & Technical Instrument,"1,200",http://www.cepheid.com,"John L. Bishop, Chairman and CEO Warren Kocmond, President and Chief Operating Officer Dr. David Persing, Chief Medical Officer Peter Farrell, Commercial Operations Scott A. Campbell, Chief Regulatory Officer",$ 401.29 million (As of 2013 [update] ) [1],1996,"Sunnyvale, California"
Cerner Corporation,Health Care Information Technology,"29,200 [4] (2019)",http://www.cerner.com,Brent Shafer (Chairman and CEO) [1],US$ 5.4 billion (2018) [2],1979,"North Kansas City, Missouri , U.S."
"AeroVironment, Inc.","Aerospace industry , Energy industry",,http://www.avinc.com,"Paul B. MacCready, Jr. , Founder","US$ 0 179.537 million (April 30, 2012) [1]",1971,"Monrovia, California , United States"
Century Casinos,Gaming,"1,910 [2] (2017)",https://www.cnty.com/,,$164.5 million [1] (2017),1992 ; 27 years ago ( 1992 ),"Colorado Springs, Colorado , United States"
Central European Media Enterprises Ltd.,Media,"2,600 (2018)",http://www.cme.net,"Christoph Mainusch, Michael Del Nin Co- CEOs , David Sturgeon, CFO",US$703.9 million (2018) [1],1991,"Hamilton, Bermuda Amsterdam , Netherlands Prague , Czech Republic"
Cellectis,"Biotechnology , genome engineering , oncology",,http://cellectis.com,André Choulika (CEO),,1999,Paris XIIIème (France)
CECO Environmental Corp.,Pollution & Treatment Controls,,,Dennis Sadlowski ( Interim Chief Exec. Officer & President ) (02/2017),,1966,"Cincinnati, Ohio"
CDW Corporation,B2B IT products and services,"9,019 (2018)",http://cdw.com,"Christine Leahy, CEO Thomas E. Richards, Chairman","US$ 16,240.5 million (2018)",1984 ; 35 years ago ( 1984 ),"Lincolnshire, Illinois , U.S."
Celgene Corporation,Biotechnology,"7,467 (2017) [3]",http://celgene.com,Robert J. Hugin ( Executive Chairman ) Sol J. Barer ( Founder ) Mark Alles ( CEO ),US$ 13.51 billion (2017) [1] US$ 5.5067 billion (2012) [1],1986,"Summit, New Jersey , U.S."
Catabasis Pharmaceuticals,Pharmaceuticals,24 (March 2019),http://www.catabasis.com,"Jill C. Milne, Ph.D. (CEO) Joanne M. Donovan, M.D., Ph.D. (Chief Medical Officer) Andrew Nichols, Ph.D. (Chief Scientific Officer), Deirdre A. Cunnane (Chief Legal Officer)",,,"Cambridge, Massachusetts"
"Casey's General Stores, Inc.",Retail (Convenience stores) Fuel Pizza and Sub sandwiches,"16,891 (full-time) 19,950 (part-time) 36,841 (total) (FY APR 30 2019)",https://www.caseys.com/,Robert J. Myers (Chairman of the Board) Darren Rebelez (President & CEO) William J. Walljasper (Senior VP & CFO),US$ 9.35 billion (FY APR 30 2019),Incorporated in Iowa in 1967 ; 52 years ago ( 1967 ),"George, Iowa , United States"
"ChinaCache, Inc.",,,http://en.chinacache.com/,"Song Wang, CEO & Founder",,1998,"Beijing, China"
CombiMatrix Corp.(Now Invitae),Genetic testing,,http://www.combimatrix.com,"Mark McDonough (CEO), Scott Burell (CFO), Weslie Tyson (CMO)",,,"Irvine, CA , United States"
"Cree, Inc.",Electronics,"6,387 [2]",http://cree.com,,US$ 1.65 billion [1],1987,"Research Triangle Park , North Carolina , United States"
Cathay General Bancorp,Finance and Insurance,"1,129 (2016)",https://cathaybank.com/,Dunson K. Cheng ( Executive Chairman ) [1] Pin Tai ( President & CEO ) [1] Heng W. Chen ( Vice President & CFO ) [1],US$ 532.44 million (2016) [1],"1962 ; 57 years ago ( 1962 ) in Los Angeles, California , US","Los Angeles, California, US"
"Catalyst Pharmaceutical Partners, Inc.",Biotechnology,"20 as of March 20, 2015 [1]",http://www.catalystpharma.com/,"Patrick J. McEnany, co-founder, chairman, president and chief executive officer",US$ 0 million (2014) [1],,"Coral Gables, FL , United States"
Destination Maternity Corp,Retail,,http://destinationmaternitycorp.com,,,"Moorestown, New Jersey , U.S. 1982 ( 1982 )","Moorestown, New Jersey , U.S."
Five Below,Discount store,"over 12,000",http://fivebelow.com,Joel D. Anderson (CEO),"US$ 1,000,400,000 ( FY 2016 ) [3]",4 October 2002 ; 17 years ago ( 2002-10-04 ),"Philadelphia, Pennsylvania , United States"
Flex Ltd.,Electronics manufacturing services (EMS) Original design manufacturer (ODM),"~200,000 (FY MAR 31 2018)",https://flex.com/,Revathi Advaithi (CEO) Christopher E. Collier (CFO) Doug Britt (Group President) Francois Barbier (Group President) Paul Humphries (Group President) Phillip Ulrich (Chief Resources Officer) Michael D. Capellas (Chairman of the Board),US$ 25.44 billion (FY MAR 31 2018),"25 September 1969 ; 50 years ago ( 1969-09-25 ) (as Flextronics, Inc.)","San Jose, California , United States (operations); Singapore (legal domicile)"
Comcast Corporation,Telecommunications Mass media Entertainment,"184,000 (December 2018) [8]","http://corporate.comcast.com,https://www.wikidata.org/wiki/Q1113804?uselang=en#P856",Brian L. Roberts ( Chairman & CEO ) Michael Cavanagh ( SEVP & CFO ) [7] David L. Cohen ( EVP ),US$ 94.507 billion (2018) [8],"June 28, 1963 ; 56 years ago ( 1963-06-28 ) Tupelo , Mississippi , U.S.","Philadelphia , Pennsylvania [5] , United States"
"fiserv, Inc.",,"23,000 (April 2017) [3]",http://www.fiserv.com,"Jeffery W. Yabuki, President and CEO Bob Hau, CFO and Treasurer
Lynn McCreary, Chief Legal Officer
Ken Best, Chief Accounting Officer
Jeff Browning, Chief Risk Officer
Marc West, Chief Information Officer Byron Vielehr, Chief Administrative Officer",US$ 17.505 billion (2016) [1] US$ 5.254 billion (2015) [2],1984,"Brookfield, Wisconsin , U.S."
FirstService Corporation,Real estate services,,http://www.firstservice.ca,"D. Scott Patterson (President and Chief executive officer ), Jay S. Hennick (Chairman)",,1989,"Toronto, Ontario , Canada"
"First Midwest Bancorp, Inc.",Commercial Banking Financial Services,"1,794 FTE (2008-12-31)",http://www.firstmidwest.com/,"Robert O'Meara, Chairman Mike Scudder, CEO Paul Clemens, CFO [3]",,"Illinois , U.S. (1982 ( 1982 ) ) [1]","8750 W. Bryan Mawr, Suite 1300 Chicago , Illinois , U.S."
"First Solar, Inc.",,"4,100 [3] (2017)",http://www.firstsolar.com/,"Michael J. Ahearn , Chairman of Supervisory board , Mark Widmar, CEO",US$ 3.58 billion (FY 2015),"1999 (as First Solar Holdings, LLC)","Tempe, Arizona , U.S."
First Merchants Corporation,,"1,800 (2013)",http://firstmerchants.com,"Michael Rechin , President & CEO",,1892 (First Merchants Corporation),"Muncie, Indiana , United States"
"First Interstate BancSystem, Inc.",Financial Services,"1,700 (2016)",http://firstinterstatebank.com,James R. Scott ( Chairman ) Kevin Riley ( President and CEO ),US $ 293.4 million (2006) [1] [2],"Sheridan , Wyoming , United States (1968)","First Interstate Center Billings , Montana , USA"
First Internet Bancorp,Finance,,http://www.firstinternetbancorp.com,"David B. Becker, CEO",$20.966M FY 2005,1996,"Indianapolis, Indiana , United States"
First Hawaiian Bank,Banking,"2,250 (2016)",http://www.fhb.com/,"Robert S. Harrison, CEO & President",US$709 million (2016),1858,First Hawaiian Center Honolulu United States
"First Guaranty Bancshares, Inc.",Banking,349 (2017),http://www.fgb.net/,"Marshall T. Reynolds, Chairman Alton B. Lewis, CEO & President Eric J. Dosch, CFO",,1934 ; 85 years ago ( 1934 ),"Hammond, Louisiana"
First Financial Corporation,Finance,More than 2000 (2010) [1],http://first-online.com,"Norman L. Lowery, Vice Chairman & CEO",,1834 ; 185 years ago ( 1834 ) as the Terre Haute branch of the Second State Bank of Indiana,"Terre Haute, Indiana , USA"
First Defiance Financial Corp.,Banking,674 (2017),http://www.first-fed.com/,"William J. Small, Chairman Donald P. Hileman, CEO & President Kevin T. Thompson, CFO",$0.148 billion (2017),1920 ; 99 years ago ( 1920 ),"Defiance, Ohio"
Finisar Corporation,,"14,000 [ better source needed ]",http://finisar.com,,$1.2B+ [ better source needed ],1988 [ better source needed ],"Sunnyvale , California [1]"
"FireEye, Inc.",Computer security,"~3,200 (December 2018) [1]",https://www.fireeye.com/,"Kevin Mandia, CEO",US$ 831 million (2018) [1],2004,"Milpitas , California , United States"
Fifth Street Asset Management,Asset management [2],97,http://fifthstreetfinance.com,"Leonard M. Tannenbaum, Founder & CEO [1]",,1998 ( 1998 ),"Greenwich , Connecticut [1] , United States"
First Financial Bancorp,Banking,,http://www.bankatfirst.com/,"Claude E. Davis, Chairman Archie Brown, CEO",US$545 million (2018) [1],"August 15, 1863 ; 156 years ago ( 1863-08-15 ) in Hamilton, Ohio as the First National Bank of Hamilton","Cincinnati, Ohio"
First Citizens BancShares,"Finance , Investments , and Insurance","~5,000",http://www.firstcitizens.com/,Frank B. Holding Jr. ( CEO ) ( Chairman of the Board ),,1898,"Raleigh, North Carolina , United States"
FBR & Co.,Financial Institution,303 (2015) [1],http://www.fbr.com,,US $ 120.4 Million(2015) [1],2007 ; 12 years ago ( 2007 ),"Arlington, Virginia , United States"
Fidelity Southern Corporation,Financial Services,1117 (2014) [3],http://www.lionbank.com/,James Miller (Chairman) Palmer Proctor (President & CEO),,1973 [1],"Atlanta, Georgia , U.S."
Fastenal Company,,"20,565 [5] (2017)","https://www.fastenal.com,https://www.fastenal.ca","Daniel L. Florness (CEO) ,  Holden Lewis (CFO) , Lee Hein (Senior Executive VP - Sales) [2]","US$ 3,326.106 million (2013) [3] US$ 3,133.577 million (2012) [3]",1967,"Winona , Minnesota , U.S."
Farmer Brothers,Foodservice,"1,800 [3]",http://farmerbros.com,"Guenter W. Berger (Chairman) Chris Mottern (Interim President, CEO, Director) David Robson (CFO)",US$545.9 million (FY 2015) [1],California (1912 ( 1912 ) ),"Northlake , Texas , U.S."
"Famous Dave's of America, Inc.",Restaurants,,http://www.famousdaves.com/home,"Jeff Crivello, CEO",,"Hayward, Wisconsin , U.S. (June 23, 1994 ( 1994-06-23 ) )","Minnetonka, Minnesota , U.S."
"First Community Bancshares, Inc.",Holding company Banking,,"https://www.fcbresource.com/,https://www.wikidata.org/wiki/Q5452775?uselang=en#P856",,,,"Bluefield, Virginia"
Fifth Third Bancorp,Banking Financial services,"18,125 [1] (2017)",http://www.53.com/,"Greg D. Carmichael, Chairman & CEO",US$ 7.713 billion (2017),"June 17, 1858 ; 161 years ago ( 1858-06-17 ) (as Bank of the Ohio Valley)","Cincinnati , Ohio , USA"
"F5 Networks, Inc.",Technology,"4,409 (2018)","https://f5.com/,https://www.wikidata.org/wiki/Q3029296#P856",François Locoh-Donou ( President and CEO ),"US$ 2,161.407 million (2018) [1] US$ 2,090.041 million (2017) [2]","February 26, 1996 ; 23 years ago ( 1996-02-26 )","Seattle , Washington , United States"
"EZCORP, Inc.",Specialty Consumer Financing,"7,300",http://www.ezcorp.com/,"Lachlan Given , Chairman and Mark Kuchenrither, President, CEO, and CFO [1]",US$ 597 million (2009) [ citation needed ],1989,"Austin, Texas , USA"
Eyenovia Inc.,Pharmaceutical industry,"11 (November 28, 2018.)",http://www.eyenoviabio.com/,,,"5th May, 2014.","New York, New York , United States of America"
"Extreme Networks, Inc.",Networking hardware,"2,713 (2019)",http://extremenetworks.com,"Ed Meyercord ( President , CEO ) Eric Broockman ( CTO , Engineering Officer) Remi Thomas ( CFO )",US$ 983.1 million (2018),1996 ; 23 years ago ( 1996 ),"San Jose, California , United States"
"Extended Stay America, Inc.",Hotels,"8,500",http://www.extendedstayamerica.com,Jonathan S. Halkyard ( CEO ),US$ 1.3 billion (2015),"January 9, 1995 ( 1995-01-09 ) in Fort Lauderdale, Florida","Charlotte , North Carolina , United States"
Fairway Market,Retail,,"http://www.fairwaymarket.com/,http://www.fairwaywines.com/",Abel Porter (CEO),$810 million,1930s,New York City
"Expeditors International of Washington, Inc.",Logistics,"17,400 [2] (2017)",http://www.expeditors.com,Jeffrey S. Musser ( President & CEO ) Philip M. Coughlin ( CSO ) Bradley S. Powell ( CFO ),US$8.1 billion [1] (2018),1979,"Seattle, Washington , US"
Exponent,research,900,http://exponent.com,"Catherine Corrigan, CEO",,"April 1967 in Palo Alto, California , United States","149 Commonwealth Drive, Menlo Park, California , United States"
"Facebook, Inc.",Social media Advertising,"39,651 (June 30, 2019)","https://facebook.com,http://fb.com",Mark Zuckerberg ( Chairman and CEO ) Sheryl Sandberg ( COO ) David Wehner ( CFO ) Mike Schroepfer ( CTO ),US$ 55.838 billion (2018),"February 4, 2004 ; 15 years ago ( 2004-02-04 ) in Cambridge , Massachusetts","1 Hacker Way (aka 1601 Willow Road), Menlo Park , California , U.S."
First Bancorp,,,"https://localfirstbank.com/,https://www.wikidata.org/wiki/Q5452332?uselang=en#P856",,,,
"Expedia Group, Inc.",Travel technology,"~24,500 (December 2018) [4]",http://www.expediagroup.com,Barry Diller ( Chairman ) Mark Okerstrom ( CEO ),US$ 11.2 billion (2018) [1],"October 22, 1996 ; 22 years ago ( 1996-10-22 ) (as a division of Microsoft )","Bellevue , Washington , U.S."
"ExlService Holdings, Inc.",,"30,000+",http://www.exlservice.com/,"Garen Staglin, Chairman Rohit Kapoor, Vice Chairman & CEO",US$ 883.1 million (2018),April 1999,"280 Park Avenue [1] , New York , United States"
EXFO,Telecommunications,1600 (2012),http://www.exfo.com/,"Germain Lamonde , President and CEO",$269.7 million USD (2011),1985,"Quebec City , Quebec , Canada"
Exelon Corporation,Energy,"33,400 (December 2017) [1]",http://www.exeloncorp.com,Christopher Crane ( President and CEO ),US$ 35.9 billion (2018) [1],"October 20, 2000 ; 18 years ago ( 2000-10-20 ) (Merger of PECO Energy Company and Unicom Corp )","Chase Tower Chicago , Illinois , U.S."
Exact Sciences Corporation,Molecular diagnostics,"2,268 ( 2018 )",http://exactsciences.com,"Kevin Conroy (Chairman, President & CEO) Graham Lidgard (Chief Science Officer) [1] [2] [3] [4] [5]",,"1995 ; 24 years ago ( 1995 ) in Marlborough, Massachusetts","Madison, Wisconsin , U.S."
Exa Corporation,Computer-aided engineering,,http://exa.com,,,"November 21, 1991",
Everspin Technologies,Semiconductors,,http://www.everspin.com/,"Kevin Conley, Everspin President and CEO",,2008,"Chandler, Arizona , USA"
"EverQuote, Inc.",,,http://everquote.com,"Seth Birnbaum, Founder & CEO Tomas Revesz, Founder & CTO John Tawadros, COO (former) John Wagner, CFO David Mason, General Counsel",,2011,"Cambridge, Massachusetts , United States"
"Everbridge, Inc.",Critical Communications,,http://www.everbridge.com,Jaime Ellertson (Chairman),,,"Pasadena , California and Burlington, Massachusetts"
"Euronet Worldwide, Inc.","Financial Services , Electronic funds transfer , Retail","7,100",http://www.euronetworldwide.com,"Michael J. Brown (CEO), Kevin J. Caponecchi, Rick L. Weller, Jeffrey B. Newman, Juan C. Bianchi, Nikos Fountas, Martin L. Brückner, Tony Warren","$1,958.6 million (2016)",1994,"Leawood, Kansas"
Etsy,,,http://etsy.com,,US$603.7 million (2018),,
"Exelixis, Inc.",Biotechnology,ca. 350 (2017),http://exelixis.com,"Stelios Papadopoulos, Ph.D. (Chairman) Michael M. Morrissey, Ph.D. (President & CEO)",US$ 853.8 million (2018),November 1994 ; 24 years ago ( 1994-11 ),"Alameda, California , U.S."
"Esperion Therapeutics, Inc.",Pharmaceutical,,http://www.esperion.com/,Timothy M. Mayleben  (president and CEO),,2008 ( 2008 ),"Ann Arbor, Michigan"
Erie Insurance,Insurance,"5,260 [1] (2017)",http://www.erieinsurance.com/,Timothy G. NeCastro (CEO) Thomas B. Hagen (Chairman),,"April 20, 1925 ; 94 years ago ( 1925-04-20 )","Erie, Pennsylvania , U.S."
"Equinix, Inc.",Internet,"7,273 [3] (2017)",http://equinix.com,Jay Adelson (Founder) Al Avery (Founder) Charles J. Meyers (CEO and President) [1],US$4.4 billion (2017) [2],1998,"Redwood City, California , United States"
ePlus Inc.,Technology solutions provider,1240,http://www.eplus.com,,$ 1.41 Billion(As of 2018 [update] ) [1],1990,"Herndon, Virginia , US"
"Enzon Pharmaceuticals, Inc",Biotechnology,,http://enzon.com/,"George W. Hebard III, M.B.A. (CEO, Interim Principal Executive Officer, Interim Chief Operating Officer) Richard L. Feinstein CPA ( Principal Financial Officer, Principal Accounting Officer ) (Dec 31, 2012)) [5]","$ 34.49M (Dec31, 2013) [6]",1981 [4],"Piscataway, New Jersey, Piscataway, New Jersey , United States"
"Entegris, Inc.",Microelectonics materials and components,"3,500 (2/2016)",http://www.entegris.com,"Bertrand Loy , CEO & President Greg Graves , CFO",$1.1 billion USD (TTM 2/2016),1966,"Billerica, Massachusetts , United States"
"Enphase Energy, Inc.","Renewable Energy , Solar Energy , High tech",500+,http://enphase.com,"Badri Kothandaraman , CEO",$286.2 million (2017) [1],2006,"Fremont , California , United States"
Telefonaktiebolaget LM Ericsson,Telecommunications equipment Networking equipment,"95,359 (2018) [3]",http://ericsson.com/,Ronnie Leten ( Chairman ) Börje Ekholm ( President and CEO (Chief Executive Officer) ),SEK 210.8 billion (2018) [1],"Stockholm, Sweden (1876 ; 143 years ago ( 1876 ) )","Kista , Stockholm, Sweden"
Energy Recovery Inc.,"Oil & Gas, Chemicals, Water",114 (2016) [1],http://energyrecovery.com,"Joel Gay, CEO Hans Peter Michelet , Executive Chairman",$12.112 million (2015) [1],1992,"San Leandro, California"
"Endurance International Group, Inc.",Internet hosting services,"Over 2,500 (2016)",https://www.endurance.com/,Jeff Fox,,1997 ( 1997 ),"Burlington, Massachusetts , United States"
Endo International plc,Pharmaceutical,,http://endo.com,"Paul Campanelli (CEO), Blaise Coleman (CFO)","US$ 3,468.8 million (2017)",1997,"(Legal) Dublin , Ireland (Operational) Malvern, Pennsylvania , United States."
Encore Capital Group,"Financial services , Debt buyer Debt-collection","8,300 Globally",http://www.encorecapital.com,"Ashish Masih , President & CEO",US$ 1.4 billion ( FY 2018 ) [1],1953,"San Diego, California , United States"
Empire Resorts,Gambling,311,http://empireresorts.com,"Emanuel Pearlman (Chairman), Joseph D'Amato (CEO), Laurette Pitts (CFO), Charles Degliomini (Executive Vice President) Nannette Horner (Chief Compliance Officer)",US$ 752.9 Million,2003,"Monticello , Sullivan County , New York , United States"
Emmis Communications,Broadcasting,,http://www.emmis.com/,Jeffrey Smulyan (founder),,1980 ( 1980 ),"Indianapolis, Indiana"
Electronic Arts Inc.,Video game industry,"9,300 [3] (2018)",https://www.ea.com/,"Andrew Wilson ( CEO ) Blake Jorgensen ( COO , CFO ) Laura Miele (Chief Studios Officer) Chris Bruzzo ( CMO ) Ken Moss ( CTO ) Mala Singh (Chief People Officer) Ken Barker (SVP, Chief Accounting Officer) Larry Probst ( Chairman )",US$5.15 billion [1] (2018),"May 27, 1982 ; 37 years ago ( 1982-05-27 ) in San Mateo , California, U.S.","Redwood City , California , U.S."
Eldorado Resorts,Gaming & hospitality,"18,700 [3] (2018)",http://eldoradoresorts.com,Anthony Carano (COO and President) Gary Carano (Chairman) Thomas Reeg (CEO),$2.1 billion [1] (2018),"May 24, 1973 ; 46 years ago ( 1973-05-24 )","Reno , Nevada , U.S."
Elbit Systems Ltd.,Defence Electronics,"15,000 (2018)",http://www.elbitsystems.com/,Michael Federmann ( Chairman ) Bezhalel Machlis ( CEO and President ),US$ 3.7 billion (2018) [1],1966 ; 53 years ago ( 1966 ),"Haifa , Israel"
Elbit Imaging Ltd.,"Medical imaging , Real Estate , Hotels Shopping Malls","~2,000 (2008)",http://www.elbitimaging.com/,"Mordechai Zisser (Executive President), Shimon Yitzhaki (Chairman)","US$ 1,049.19 million ( 2008 )",1996 ; 23 years ago ( 1996 ),"Tel-Aviv , Israel"
"El Pollo Loco, Inc.","Casual dining restaurant , Restaurants",,http://elpolloloco.com,"Bernard Acoca ( CEO, President ) Miguel Lozano ( COO ) [2] Larry Roberts ( CFO ) Jason Weintraub ( CLO ) Hector Munoz ( CMO )",,"Guasave , Sinaloa , México (1974) Los Angeles , California , United States (December 8, 1980 ; 38 years ago ( 1980-12-08 ) )","Costa Mesa, California"
"eHealth, Inc.",Insurance,"1,079 (2018)","https://www.ehealthinsurance.com/,https://www.medicare.com/","Scott Flanders , CEO Derek N. Yung, CFO Ellen O. Tauscher, Chairperson",$251 million (2018),1997 ; 22 years ago ( 1997 ),"Santa Clara, California"
eGain Corporation,,,http://www.egain.com/,,,1997,"Sunnyvale, California , United States"
Education Management Corporation,For-profit education,,http://www.edmc.edu,"Mark A. McEachen (CEO, Chairman)",,1962 ( 1962 ),"Pittsburgh, Pennsylvania , United States"
Editas Medicine,Pharmaceutical company,,http://www.editasmedicine.com/,,,,"Cambridge, Massachusetts , United States"
Electra Meccanica Vehicles Corp,Automotive,,http://electrameccanica.com,CEO Paul Rivera COO Henry Reisner,,2015 ( 2015 ),"102 East 1st Avenue, Vancouver, British Columbia , Canada"
Edgewater Technology,"Manufacturing, Insurance, Healthcare, Hospitality, Oil and Gas, Retail, Financial Services",,https://alithya.com/en,"Jeffrey Rutherford, interim president and CEO Dave Clancey, EVP Timothy Oakes, CFO Edgewater Ranzal Russell Smith, SVP, Edgewater Fullscope Kristin Zaepfel, VP of Human Resources",,1992,"Montreal, Quebec , Canada"
EchoStar Corporation,Telecommunication,2000 Q4 (Dec '16) [2],http://echostar.com,Charles Ergen ( Chairman ) Michael Dugan ( CEO ),US$3.056 billion (2016) [1],1980,"Englewood, Colorado , United States"
East West Bancorp,,,,,,,
East Boston Savings Bank,Financial services,348 (2013) [3],http://www.ebsb.com/,Richard Gavegnano (Chairman & CEO),,"East Boston, Massachusetts (1848)","Peabody, Massachusetts"
EarthLink,Internet service provider,Over 100,http://www.earthlink.net/,"Glenn Goad (CEO), Mike Toplisek (President)",,1994,"Atlanta , Georgia"
"Eagle Bancorp, Inc.",Financial Services,470 (2018),https://www.eaglebankcorp.com/,"Susan G. Riel, President , & CEO Charles D. Levingston, CFO Norm Pozez, Chairman",,"July 20, 1998 ; 21 years ago ( 1998-07-20 )","Bethesda, Maryland"
Dynamic Materials Corporation,,,,,,,
"Dunkin' Brands Group, Inc.",Fast food restaurants,"1,163 (2016) [2]",http://www.dunkinbrands.com,Nigel Travis (Executive Chairman) David Hoffmann (CEO),US$ 860.5 million (2017) [2],2004,"130 Royall Street [1] , Canton, Massachusetts , United States"
"DSP Group, Inc","VoIP , Telecommunications , Communication systems",409 (2009),http://www.dspg.com/,"Eliyahu Ayalon ( Chairman ), Ofer Elyakim ( CEO )",US$ 225.48 million ( 2010 ),1987 ; 32 years ago ( 1987 ),"San Jose , California"
DryShips Inc.,Shipping,,http://www.dryships.com/,"George Economou (CEO, Chairman)",,2004,"Athens , Greece"
E-Trade Financial Corporation,Financial services,"4,000 (2018)",https://www.etrade.com/,"Rodger Lawson , Chairman Mike Pizzi, CEO",$2.873 billion (2018),"1982 ; 37 years ago ( 1982 ) Palo Alto, California , U.S.","New York City , New York , U.S."
"Dropbox, Inc.","Cloud storage , File hosting",,"https://www.dropbox.com/,https://www.wikidata.org/wiki/Q142539?uselang=en#P856",Drew Houston (CEO) Quentin Clark (CTO) Ajay Vashee (CFO),,June 2007 ; 12 years ago ( 2007-06 ),"San Francisco , California , United States"
"Domo, Inc.",Computer Software,,http://www.domo.com/,"Josh James (Founder),(CEO)",,,"American Fork, Utah , US"
eBay Inc.,Internet,"~14,000 (December 2018) [1]",https://www.ebay.com,Thomas J. Tierney ( Chairman ) Scott Schenkel (interim CEO ),US$ 10.746 billion (2018) [1],"September 3, 1995 ; 24 years ago ( 1995-09-03 ) (Originally as AuctionWeb )","San Jose , California, U.S."
"Dollar Tree Stores, Inc.",Retail,"~176,100 (February 2018) [2]",https://dollartreecanada.com/,Neil Curran (President),US$ 22.246 billion (2017) [2],"Vancouver , British Columbia , Canada (2001)","Burnaby , British Columbia , Canada"
"DocuSign, Inc.",,,http://docusign.com/,Daniel  Springer (CEO) [2] Tom Gonser (Co-founder) [3] Court Lorenzini (Co-founder) Maggie Wilderotter (Chairman),$701 million (FY2019 ending 1/31/19) [4],2003,"San Francisco, California"
"Discovery, Inc.",Mass media,"7,000 [2] (2017)",http://corporate.discovery.com,Robert Miron ( Chairman ) David M. Zaslav ( President and CEO ),US$6.497 billion (2016) [1],1985 ; 34 years ago ( 1985 ) (as The Discovery Channel ) 1994 ; 25 years ago ( 1994 ) (as Discovery Communications),"New York City , New York , United States"
