Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
UrtheCast Corp.,Internet,,http://www.urthecast.com,Don Osborne ( CEO ) ( Chair of the Board ) Dr. George Tyc ( CTO ) Sai Chu ( CFO ) Wade Larson and Scott Larson ( Co-Founders ),$15.6 million (2018) [1],,"Vancouver , British Columbia, Canada"
Uranium Participation Corporation,Financial Services,,http://www.uraniumparticipation.com,"Ron F. Hochstein, President",,2005,"Bay & Dundas, Toronto, Canada"
Transcontinental Inc.,"Mass media , direct-to-consumer marketing","More than 8,000",http://www.tc.tc/,François Olivier,$2.0 billion (2015),1976,"1 Place Ville Marie , Montreal , Quebec , Canada"
TransAlta Corporation,Electricity,"2,400+ (2011)",http://www.transalta.com,"Dawn Farrell (CEO) , Ambassador Gordon D. Giffin (Board Chair)",CA$ 2.8 billion (2010),1911,"Calgary , Alberta , Canada"
Torstar Corporation,Mass media,"4,000 (2016) [1]",http://www.torstar.com,"John Boynton, President",,1958,"One Yonge Street Toronto , Ontario"
Transat A.T. Inc.,Tour operator,"5,000 (2019) [1]",http://www.transat.com/,Jean-Marc Eustache - President and Chief Executive Officer,$3.5 billion CAD for Fiscal 2009,"Montreal , Quebec (1987)","Montreal , Quebec , Canada"
TriMetals Mining Inc. (formerly South American Silver Corp.),Mining,,http://www.trimetalsmining.com,"Matias Herrero, President & CEO Killian Ruby, Chief Financial Officer Randy Moore, VP of Exploration North America Felipe Malbran, VP of Exploration South America",,,"Vancouver , British Columbia , Canada"
Toronto-Dominion Bank,Financial services,"85,000 (FTE, F2014) [5]",https://www.td.com/about-tdbfg/our-business/index.jsp,"Bharat Masrani , CEO",$36.1 billion CAD (F2017) [3],1 February 1955 ; 64 years ago ( 1955-02-01 ) [note 1] [1] [2],"Toronto-Dominion Centre Toronto , Ontario , Canada"
TMX Group Limited,Financial services,"1,400 (2014) [1]",http://www.tmx.com,"Charles Winograd, Chairman Lou Eccleston, CEO",$717.3 million (2014) [1],1 May 2008 ; 11 years ago ( 2008-05-01 ),"Toronto , Ontario , Canada"
Trican Well Service Ltd.,Oilfield Services,,https://www.tricanwellservice.com/,"Dale Dusterhoft, CEO",$110 million (Q2 2019),"April 11, 1979 ; 40 years ago ( 1979-04-11 )","Calgary, Alberta , Canada"
Thomson Reuters Corporation,Mass media,"25,800 (Q1 2019) [3]",http://www.thomsonreuters.com/,David Thomson ( Chairman ) David W. Binet (Deputy Chairman) James C. Smith ( President and CEO ),US$5.50 billion (2018) [1],"17 April 2008 ; 11 years ago ( 2008-04-17 ) Toronto , Ontario , Canada","Toronto, Ontario, Canada"
TC Energy,Oil and gas Electricity,"7,000 [2]",http://tcenergy.com,"Russ Girling , President and CEO",C$ 13.68 billion (2018) [1],1951,"TransCanada Tower , Calgary , Alberta , Canada"
TFI International Inc.,Transport and Logistics,"17,325 (2017) [3] 17,500 (2018) [4]",http://tfiintl.com/en/home/,"Alain Bédard Chairman , President & CEO André Bérard Director","C$ 5,123,208 (2018) [1]",1957,"Saint-Laurent , Montreal , Canada"
TELUS Communications Inc.,Telecommunications IT consulting,"59,300 (2018)",https://www.telus.com/,"Darren Entwistle , President and CEO Doug French, CFO",CAD$ 14.4 billion (2018),"1990 (Edmonton, Alberta, Canada) [1]","Vancouver , British Columbia , Canada"
Temple Hotels Inc.,Real Estate,,http://www.templehotels.ca/,,,,"2600 Seven Evergreen Pl [1] , Winnipeg , Canada"
"SunOpta, Inc.","Organic food , Mineral","1,800",http://www.sunopta.com/,Joe Ennen (CEO),,"1973 as Stake Technology, changed name to SunOpta in 2003","Mississauga , Canada"
Taseko Mines Limited,"Copper and Gold , Niobium",514 (2010),http://www.tasekomines.com/,"Mr. Russell E. Hallbauer , Teseko's CEO",$218.07 million [1] USD (2007),1999,"Vancouver, British Columbia , Canada"
"Sun Life Financial, Inc.",Financial Services,"37,000 employees (2018) [2]",http://sunlife.com,"William D. Anderson, FCPA, FCA , Chairman Dean A. Connor , President and CEO,",CA$ 26.997 billion (2018) [1],"1865 ; 154 years ago ( 1865 ) Montreal , Quebec","Sun Life Global Headquarters, One York Street Toronto , Ontario"
Teck Resources Limited,Metals and Mining,"10,700 (2018)",http://www.teck.com,"Norman B. Keevil, Chair Donald R. Lindsay, Pres/CEO Ronald A. Millos, CFO",C$ 12.6 billion (2018) C$11.9 billion (2017) C$9.30 billion (2016),1906 Consolidated Mining and Smelting Company of Canada,"Vancouver , British Columbia , Canada"
Suncor Energy Inc.,Oil and gas,"13,026 (2011) [3]",http://suncor.com,"Michael Wilson, Chairman of the Board Mark Little (CEO)",$29.68 billion CAN (2015) [1],"Montreal , Quebec , Canada in 1919","Calgary , Alberta , Canada"
The Stars Group Inc.,Online Gaming,"4,500 (2019)",http://www.starsgroup.com,Rafael 'Rafi' Ashkenazi (CEO) Divyesh 'Dave' Gadhia (Chairman),$ 1.3 billion (2017) [1],2001 ; 18 years ago ( 2001 ),"Toronto , Ontario , Canada"
Stelco Holdings Inc.,Steel milling,"2,000",https://www.stelco.com/,,,1910 as Steel Company of Canada (Stelco),"Hamilton, Ontario"
TAG Oil Ltd.,,,http://www.tagoil.com/,"Alex P Guidi, Chairman Toby Pierce, CEO","$ 53,737,165 (F2015) [2]",,"Vancouver , Canada"
Stantec Inc.,Professional services Architecture design Engineering Civil engineering,"22,000 (2019)",http://www.stantec.com/,Board of Directors Aram H. Keith ( Chairman ) Gord Johnston ( CEO ) ( Director ) Douglas K. Ammerman (Director) Dr. Delores M. Etter (Director) Anthony P. Franceschini (Director) Susan E. Hartman (Director) Donald J. Lowry (Director) Ivor M. Ruste (Director),CAD $ 4.28 billion (2018) $4.03 billion (2017),"Edmonton, Alberta (1954 ( 1954 ) )","Edmonton , Alberta , Canada"
"Stingray Group, Inc.",Media,300 (2016),http://www.stingray.com,"Eric Boyko (President, CEO & founder)",US$ 71 million (2015) [1],2007,"Montreal , Quebec , Canada"
SSR Mining Inc.,Mining & Exploration,,http://www.ssrmining.com,"Paul Benson President,CEO Greg Martin CFO Kevin O'Kane COO",,1946,"Vancouver , Canada"
Spin Master Corp.,Toys Entertainment,"1,600 (2018) [2]",http://www.spinmaster.com,Ronnen Harary (CEO) Anton Rabie (CEO),$1.553 billion (2017) [1],1994 ; 25 years ago ( 1994 ),"Toronto , Ontario , Canada"
SouthGobi Resources Ltd.,,,https://www.southgobi.com,,,,
SolGold,Copper mining Gold mining,,http://www.solgold.com.au,Nicholas Mather ( Executive Director ) Brian Moller ( Non-Executive Director ) John Bovard (Non-Executive Director) Dr. Robert Weinberg (Non-Executive Director) Craig Jones (Non-Executive Director),,,"Brisbane , Queensland , Australia"
Sleep Country Canada Holdings Inc.,Retail,"1,200 [1]",http://www.sleepcountry.ca,"Stephen K. Gunn , Christine Magee , David Friesma",,"1994 ; 25 years ago ( 1994 ) ( Vancouver , British Columbia , Canada)","Toronto, Ontario , Canada"
Silvercorp Metals Inc.,Mining & Exploration,1200 (Dec'17),http://www.silvercorpmetals.com,"Rui Feng Chair, CEO",,"October 31, 1991 Spokane Resources Ltd.","Vancouver , Canada"
"Sierra Wireless, Inc.",Communication equipment,1400 (2018) [1],http://www.sierrawireless.com,"Kent Thexton, CEO David McLennan, CFO Philippe Guillemette, CTO",615 million USD (2016) [1],"Richmond , British Columbia (1993)","Richmond, British Columbia, Canada"
Shopify Inc.,Internet,"4,000+ [2]",http://shopify.com,,"US$1,073.2 million [1] (2018)",2004 ; 15 years ago ( 2004 ) Canada,"Ottawa , Ontario , Canada"
SmartCentres Real Estate Investment Trust,Real estate,300 (2016),http://www.smartcentres.com,Mitchell Goldhar (Chair of the Board) Peter Forde (President & Chief Executive Officer),$728 million CAD (2016),1994,"Vaughan , Ontario , Canada"
Sherritt International Corporation,"Mining , Oil and Gas","7,670 (2011) [3]",http://www.sherritt.com,"David Pathe, Chairman, President & CEO [1]",CA$ 1.136 billion (2014) [2],1927,"Toronto, Ontario Canada"
Shawcor Ltd,Oil & Gas Equipment Services,"6,000 - November 2017",https://www.shawcor.com/,"Virginia Shaw, former Chairman Steve Orr, CEO John Tikkanen, President",,,"Toronto, Ontario , Canada Houston , Texas , United States"
Shaw Communications Inc.,Telecommunication,"15,000 (2018)",http://www.shaw.ca/,"JR Shaw ( Executive Chairman ) Bradley S. Shaw ( CEO ) Jay Mehr ( President ) [1] Paul McAleese ( COO , Freedom Mobile ) [2]",CAD $5.243 billion (2018) [1],"1966 ; 53 years ago ( 1966 ) (as Capital Cable Television Company, Ltd.) Edmonton , Alberta , Canada","Calgary , Alberta , Canada"
SEMAFO Inc.,Gold Mines,,http://www.semafo.com,"Benoit Desormeaux, CPA, CA ( CEO ) Martin Milette, CPA, CA ( CFO )",,,"Montreal, Quebec , Canada"
SNC-Lavalin Group Inc.,"Engineering , construction , oil & gas , mining , metallurgy",52 435 (2019) [4],http://www.snclavalin.com/,Ian L. Edwards (Interim President and CEO ) [1] Kevin G. Lynch (Chairman) [2] Sylvain Girard (Executive Vice President and CFO ) [2],CA$ 10.1 billion (2018) [3],1911,"202-455 René-Lévesque Boulevard West Montreal , Quebec , Canada"
Sienna Senior Living Inc.,Senior Housing,,https://www.siennaliving.ca,Lois Cormack (President and Chief executive officer ),,1972,"Markham, Ontario , Canada"
Saputo Inc.,Food - Major Diversified,"16,800 (2019) [1]",http://saputo.com,"Lino Saputo ( executive chairman ) Lino A. Saputo, Jr. (vice-chairman, CEO and president)",C$ 11.2 billion (2017) [1],1954,"Montreal , Quebec , Canada"
Sandstorm Gold Ltd.,Mining,12,http://www.sandstormgold.com,,,,"Vancouver, British Columbia , Canada"
Roots Ltd.,Retail,"2,000 in Canada [1]",http://roots.com,,,"Toronto , Ontario , Canada (1973 ( 1973 ) )","Toronto , Ontario , Canada"
Secure Energy Services Inc.,,,http://secure-energy.com/,Rene Amirault (President and Chief executive officer ),,2007,"Calgary , Alberta , Canada"
Russel Metals Inc.,Metal Products,,http://www.russelmetals.com/,Brian Hedges (CEO) John Reid (President&COO) Jim Dinning (Chairman),,1929,"Mississauga, Ontario , Canada"
Second Cup Coffee Co.,Coffee,,http://www.secondcup.com/,Steven Pelton (CEO),CAN$ 23.63 million (2017) [1],"1975 ; 44 years ago ( 1975 ) in Toronto , Ontario , Canada","Mississauga , Ontario , Canada"
Rogers Communications Inc.,Telecommunications Mass media,"26,000 (2013) [3]",http://rogers.com,Edward S. Rogers III (Chairman) [2] Joe Natale (President & CEO),CAD$ 14.143 billion (2017) [3],1960 [1],"333 Bloor Street East Toronto , Ontario M4W 1G9"
Ritchie Bros. Auctioneers,Auctions & Industrial products distribution,"1,200+",http://www.rbauction.com/,"David Edward Ritchie , Founder , Beverley Briscoe , Chairman , Ravi Saligram (CEO)",,"Kelowna , British Columbia","Burnaby , British Columbia"
Rubicon Minerals,Gold Mining,,http://www.rubiconminerals.com/,George Ogilvie (President & CEO),,,"Toronto , Canada"
Rogers Sugar Inc.,Sweetener products,700,http://www.lanticrogers.com/,"Dallas Ross, Chairman John Holliday, CEO Manon Lacroix, CFO",,,"Vancouver , British Columbia , Canada"
RioCan Real Estate Investment Trust,REIT - Retail,669 (2016) [1],http://www.riocan.com,"Edward Sonshine, CEO and founder",,,"Toronto, Ontario , Canada"
Questerre Energy Corporation,Petroleum industry,20 (end 2010) [2],http://www.questerre.com,Peder Paus and Michael Binnion (Co-founders),C$ 10.4 million (2010) [1],2000,"Calgary , Canada (Headquarters) Oslo , Norway (Office)"
Richelieu Hardware Limited,Hardware Manufacturing & Distribution,,https://www.richelieu.com,Richard Lord (President and Chief executive officer ),,1968,"Montreal , Quebec , Canada"
Quebecor Inc.,"Telecommunications , Diversified media and broadcasting",10 100 (2017),http://www.quebecor.com/,"Pierre Karl Péladeau (CEO, President and former Chairman, majority shareholder) Brian Mulroney (Chairman)",$4.122 billion CAD (2017),1965 [1],"Montreal , Quebec , Canada"
Resolute Forest Products Inc.,Pulp and Paper Tissue Wood Products,"7,000 (2018) [4]",http://www.resolutefp.com/,Bradley P. Martin ( Chairman ) Yves Laflamme CEO [1] Remi Lalonde CFO [2],US$ 3.756 billion (2018) [3],2007 ( Abitibi-Consolidated and Bowater merger ),"Montreal, Quebec Canada"
Recipe Unlimited Corporation,Branded restaurants,"40,000",https://www.recipeunlimited.com/,Bill Gregson (Executive Chairman) [1] Frank Hennessey (CEO),C$ 775.2 million (2017),1883 ; 136 years ago ( 1883 ),"Vaughan , Ontario , Canada"
Redline Communications Group,Communication equipment,100 Employees - Worldwide [2],http://rdlcom.com,"Stephen Sorocky, CEO Joan Ritchie, CFO",27.1 million CDN (2018) [1],"Markham, ON (1999)","Town Centre Blvd, Markham, ON, Canada"
Quarterhill Inc.,"Patent monetization , Internet of Things",,http://www.quarterhill.com,"Jim Skippen , Executive Chairman Douglas Parker, President and CEO Shaun McEwan, CFO",,1992,"Ottawa , Ontario , Canada"
Reitmans Ltd.,Clothing Stores,"10,000 (2010) [1]",http://www.reitmanscanadalimited.com,"Jeremy H. Reitman, Stephen F. Reitman",,"Montreal , Quebec , Canada (1926)","Montreal, Quebec , Canada"
Prometic Life Sciences Inc.,Biopharmaceutical Pharmaceutical,,http://Prometic.com,,,"October 14, 1994 ; 24 years ago ( 1994-10-14 )","440 Boul. Armand-Frappier Suite 300, Laval, Québec , Canada"
Premium Brands Holdings Corporation,"Food Manufacturing and Distribution, [1] Food service [1]","6,500",http://www.premiumbrandsholdings.com,"George Paleologou, President and Chief Executive Officer Will Kalutycz, Chief Financial Officer",$1.862 billion CAN (2016),"Richmond, British Columbia , Canada","Richmond , British Columbia , Canada"
Power Corporation of Canada,Conglomerate,"Over 30,000 employees and 12,200 financial advisors (2017) [3]",http://www.powercorporation.com,Paul Desmarais Jr. André Desmarais,C$ 51.36 billion (2017) [2],1925 ; 94 years ago ( 1925 ) [1],"Montreal , Quebec , Canada"
Power Financial Corporation,Conglomerate,"26,800 employees and 13,900 financial advisors (2016) [2]",https://www.powerfinancial.com/en/,,,1984 [1],"Montreal , Quebec , Canada"
Postmedia Network Canada Corporation,Mass media,"4,733 [2]",http://postmedia.com,,CAD $676 million (2018) [1],"July 13, 2010 ; 9 years ago ( 2010-07-13 )","Toronto , Ontario , Canada"
Precision Drilling Corporation,Oil Well Services,"9,365 (2008) [1]",http://www.precisiondrilling.com,CEO : Kevin A. Neveu (2008),$2.3 billion USD (2004),1969,"Calgary, Alberta , Canada"
Paramount Resources Ltd.,Conventional Oil & Natural Gas,349 [3],http://www.paramountres.com,Jim Riddell ( President and CEO ) Bernie Lee (Executive Vice President) [2],C$965.5 million [3],1976 [1],"Calgary , Alberta , Canada"
