Name,Industry,Number of employees,Website,Key people,Revenue,Founded,Headquarters
Zensar Technologies Ltd,IT Services,11000+ (2019),http://www.zensar.com,"Sandeep Kishore, CEO and MD",$482.2 million (2018) [2],1991 [1],"Pune , India"
VRL Logistics Limited,,,http://www.vrlgroup.in/,"Vijay Sankeshwar , Chairman & Managing Director",,"1976 ; 43 years ago ( 1976 ) in Gadag , Karnataka , India [2]","Hubballi, Karnataka, India [4]"
Voltas burman ltd. Limited,Home appliances Engineering,"5,287 (2015)",http://www.voltas.com/,,₹ 66.03 billion (US$960 million) (2018) [2],1954 ; 65 years ago ( 1954 ) [1],India
Vodafone Idea Limited,Telecommunications,"13,520 (2019) [5]",https://www.vodafoneidea.com/,Kumar Mangalam Birla ( Chairman ) Ravinder Takkar ( CEO ) [4],"₹ 378,236 million (US$5.5 billion) (2019) [5]",31 August 2018 ; 13 months ago ( 31 August 2018 ),Mumbai (Corp.) [2] [3] Gandhinagar (Reg.)
Zee Entertainment Enterprises,Mass media,"13,826 (2016)",https://www.zeeentertainment.com/,Subhash Chandra (Chairman) Punit Goenka (MD & CEO) [1],"₹ 6,020 crore (US$870 million) (2016)",15 December 1991 ; 27 years ago ( 1991-12-15 ),"Mumbai , Maharashtra , India"
Sonata Software Limited,Information technology services,~3500,,"P. Srikar Reddy (MD & CEO)(Feb 14, 2012–Present) Madhavi Srinivas (Head HR) Arun Sriram (Head Marketing) Prasanna Oke (CFO) [1]",$376 million (2017),1986,Bengaluru
WIPRO Limited,Conglomerate,"171,425 (2019) [1]",http://www.wipro.com,Rishad Premji (Chairman) Abidali Neemuchwala (CEO),US$ 8.47 billion (2019) [1],29 December 1945 ; 73 years ago ( 29 December 1945 ),"Bangalore , India"
VIP Industries Ltd,Luggage,1645 [6],http://www.vipindustries.co.in,"Dilip G. Piramal, Chairman & Radhika Piramal, MD [4]","₹ 6,368.0 million (US$92 million) (2009-2010) [5]",1971 [1] [2],"Mumbai , India [3]"
Videocon Industries Private Limited,Conglomerate,"9,000 (2012)",,Venugopal Dhoot (Chairman & MD) [4],"₹12,828.6 crore ( US$1.95 billion ) (2017) [5]",1979 ; 40 years ago ( 1979 ),"Mumbai , India"
Type,Conglomerate,,http://www.unitedbreweries.com//,Vijay Mallya ( Chairman ) A. K. Ravi Nedungadi ( President & CFO ),$99.2 billion,1857 ( 1857 ),"UB City , Bangalore , Karnataka , India"
UNITED SPIRITS,Alcoholic beverage,,http://unitedspirits.in,Mahendra Kumar Sharma (Chairman) and Anand Kripalu (MD & CEO),,"Fort St. George , Madras , Madras Presidency , British India (1826 ( 1826 ) )","UB Tower , No. 24, Vittal Mallya Road, Bangalore , Karnataka , India"
UltraTech,Building materials,,http://www.ultratechcement.com,"K. K. Maheshwari, Managing Director [1]",US$3.7 billion (2011–12) [2],1983,"Mumbai , Maharashtra , India"
"Ricoh Company, Ltd.",Electronics,"97,878 (as of March 31, 2018)",http://www.ricoh.com/,Shiro Kondo ( Chairman ) Yoshinori Yamashita (President & CEO),"¥ 2.063 trillion (Year ended March 31, 2018)","Tokyo, February 6, 1936 ; 83 years ago ( 1936-02-06 )","Chūō , Tokyo, Japan"
Vakrangee Limited,ITES,"1,706 (2017) [1]",http://www.vakrangee.in,Dinesh Nandwana (Managing Director & CEO) Nishikant Hayatnagarkar (Whole Time Director),₹ 40 billion (US$580 million) (2017) [1],28 May 1990 ; 29 years ago ( 1990-05-28 ) [1],"Vakrangee House, Plot No. 66, Marol Co-Op. Industrial Estate, Off. M. V. Road, Andheri (E), Mumbai – 400 059 [1]"
Ujjivan Small Finance Bank,"Banking , Financial services","10,881",https://www.ujjivansfb.in,Sunil Patel (Non-Exe Chairman) Nitin Chugh (MD & CEO) [1],,1 February 2017,"Bangalore , Karnataka , India"
Vaibhav Global Limited,"Fashion Jewelry & Lifestyle Products Manufacturer, Electronic Retailer, Wholesaler",,http://www.vaibhavglobal.com,Sunil Agrawal ( Chairman & Managing Director ),"₹ 1,575 Crore (2018) ₹ 1,439 Crore (2017)",,"Jaipur , Rajasthan , India"
TTK Prestige Limited,,,http://www.ttkprestige.com,T. T. Jagannathan (Executive Chairman) S. R. Chandru Kalro (Managing Director) [3],"₹ 1,746.45 crore (US$250 million) [4] (2018)",1955 [2],"Brigade Road , Bengaluru, Karnataka , India"
Torrent Power Limited,Energy,7200 (2014),http://www.torrentpower.com/,"Sudhir Mehta, Samir Mehta",INR 100 billion (2015),1996,"Ahmedabad , India"
Torrent Cables Limited,Cables,800 (2006),http://www.torrentcables.com/,"Sudhir Mehta , Chairman, Susham Palekar- CEO",INR 1.5 billion (2006),1983,"Ahmedabad , India"
Tech Mahindra Limited,"IT services , IT consulting","121,840 (2018) [4]",http://www.techmahindra.com/,Anand Mahindra (Chairman) C.P. Gurnani (MD & CEO) [2],US$ 4.9  Billion (2018) [3],24 October 1986 ; 32 years ago ( 24 October 1986 ),"Pune, Maharashtra , India [1]"
Unitech Group,Real estate,"1,472 (2011) [2]",http://www.unitechgroup.com,"Ramesh Chandra , Executive chairman",$ 760 million (2008) [1],1972,"New Delhi , India"
TATA Steel BSL,Steel,5000+,http://www.tatasteelbsl.co.in/,TV Narendran (Chairman & Non-Executive Adnl. Director) Rajeev Singhal (MD),US$ 1.7 billion,1987,"New Delhi , India [1]"
Tata Power Limited,Electric utility,"9,594 including 2,871 permanent employees (March 2018)",http://www.tatapower.com/,Praveer Sinha [1] (MD & CEO) Ramesh N. Subramanyam (CFO) Hanoz Mistry (Company Secretary),"₹ 27,881 crore (US$4.0 billion) (2017) [2]",18 September 1919 ; 100 years ago ( 18 September 1919 ),"Bombay House, 24 Homi Mody Street, Mumbai , Maharashtra , India"
Titan Company Ltd.,Lifestyle,"6,856 (March 2018) [7]",http://titancompany.in,"Vikram Kapur ( Chairman ) C K Venkataraman ( MD ) C K Venkataraman, CEO [3] S Ravi Kant, CEO (Watches & Accessories) [4] Ronnie, CEO (Eyewear) [5]",₹ 156.56 billion (US$2.3 billion) (2018) [6],1984,"Chennai [2] , Tamil Nadu , India"
Tata Steel,Steel Iron,"32,984 (2019) [2]",http://www.tatasteel.com,"Natarajan Chandrasekaran (Chairman) T. V. Narendran (CEO & Managing Director, Tata Steel Ltd.)","₹ 157,668 crore (US$23 billion) (2019) [2]",26 August 1907 ; 112 years ago ( 1907-08-26 ),"Kolkata , West Bengal , India [1]"
Tulip Telecom Limited,,,http://www.tulip.net/,Mr. Santosh Choudary,,2 July 1992,"New Delhi , India"
Tata Chemicals Limited,Chemicals,,http://www.tatachemicals.com/,Natarajan Chandrasekaran (Chairman),"₹ 14,534 crore (US$2.1 billion) (2018) [1]",1939,"Mumbai, Maharashtra , India"
Tata Elxsi,"Automotive,Aerospace, Broadcast, Communications, Consumer Products, Healthcare, Marine, Rail, Semiconductor.",6000 + (April 2018),"http://www.tataelxsi.com/,https://www.wikidata.org/wiki/Q7687803?uselang=en#P856",N G Subramaniam (Chairman) Manoj Raghavan (CEO & MD),"₹ 1,249.41 crore (FY17) [1]","Bangalore , Karnataka (March 1989)","Bangalore, Karnataka , India"
Symphony Limited.,Consumer Durables,400+,http://www.symphonylimited.com/,,,1988 [1],"Ahmedabad , Gujarat , India"
OZONE Fitness,,,http://www.talwalkars.net,Madhukar Talwalkar Prashant Talwalkar Vinayak Ratnakar Gawande Harsha Ramdas Bhatkal Anant Ratnakar Gawande [1] Girish Talwalkar,"₹ 1,043 million (US$15 million)",1932,"Mumbai , India"
Tata Global Beverages Limited,Non-alcoholic beverages,,http://www.tataglobalbeverages.com/,Ajoy K. Misra (CEO & MD) [1] Natarajan Chandrasekaran (Chairman) [2],₹ 69.09 billion (US$1.0 billion) (2018),1964 (Calcutta),"Kolkata , West Bengal , India"
Tata Motors Limited,Automotive,"82,797 (2019) [2]",http://www.tatamotors.com/,Natarajan Chandrasekaran ( Chairman ) Guenter Butschek ( CEO ),"₹ 301,938 crore (US$44 billion) (2019) [2]",1945 ; 74 years ago ( 1945 ),"Mumbai , Maharashtra , India [1]"
Suzlon Energy Ltd.,Renewable energy,,http://www.suzlon.com,Tulsi Tanti (CMD) J.P. Chalasani (CEO),₹ 204.0286 billion (US$3.0 billion) [1] (2014),1995 ; 24 years ago ( 1995 ),"One Earth, Hadapsar,, Pune , Maharashtra , India"
Sun TV Network Limited,Mass media,"1,959 (2017) [1]","http://www.suntv.in,http://www.sunnetwork.in/",Kalanithi Maran (Chairman),"₹ 3,001.70 crore (US$430 million) (2018) [1]",1991,"Chennai , Tamil Nadu , India"
Reliance Power Limited,Electric utility,"8,550 including 2,305 permanent employees (March 2018) [1]",http://www.reliancepower.co.in/home.htm,Anil Ambani (Chairman) Raja Gopal Krotthapalli (CEO) Shrenik Vaishnav (CFO) Murli Manohar Purohit (Company Secretary),₹ 101.2 billion (US$1.5 billion) (2018),17 January 1995 ; 24 years ago ( 17 January 1995 ),"DAKC , Navi Mumbai , India"
Reliance Infrastructure Limited,Utilities ( energy ),"5,888 including 1,171 permanent employees (March 2018) [4]",http://www.rinfra.com,Anil Ambani (Chairman) Punit Garg (CEO) Sridhar Narasimhan (CFO) Arun Gupta (CEO - EPC Business) Deepak Chawla (Head HR) Anil Shah (Company Secretary),₹ 114.3 billion (US$1.7 billion) (2018) [1],01 October 1929 ; 90 years ago ( 01 October 1929 ),"DAKC , Navi Mumbai , India"
Reliance Securities Limited,,900,https://www.reliancesmartmoney.com/,Lav Chaturvedi Chief Executive Officer,,17 June 2005 ( 17 June 2005 ),"Reliance Centre, Santa Cruz (East), Mumbai , India"
Mediaworks,Mass media,"1,566 (2011)",http://www.reliancemediaworks.com,Venkatesh Roddam (CEO),₹ 8.5 billion (US$120 million) (2011) [2],"1975 ; 44 years ago ( 1975 ) , Mumbai","Goregaon , Mumbai [1] , India"
Reliance Communications Limited,Telecommunication,"3,038 including 1,819 permanent employees (2018)",http://www.rcom.co.in,Anil Ambani (Chairman) Bill Barney (Co-CEO) Manikantan Viswanathnan (CFO) Prakash Shenoy (Company Secretary),₹ 40.15 billion (US$580 million) [1] (2019),15 July 2004 ; 15 years ago ( 15 July 2004 ),"DAKC , Navi Mumbai , Maharashtra , India"
Tata Consultancy Services LTD.,"IT services , IT consulting","436,641 (Jun 2019) [1]",http://www.tcs.com/,Natarajan Chandrasekaran (Chairman) Rajesh Gopinathan (MD & CEO),US$ 20.9 billion (2019) [1],1968 ; 51 years ago ( 1968 ),"Mumbai , Maharashtra , India"
Reliance Capital Limited,Insurance,"18,208 including 13,008 permanent employees (March 2018)",https://www.reliancegeneral.co.in,"Rakesh Jain, Executive Director and CEO",₹ 3.3 billion (US$48 million) (2018),2001,"Mumbai , India"
RBL  Bank,Banking Financial services,"5,843 (2019)",https://www.rblbank.com/,Mr Vishwavir Ahuja (MD & CEO),"₹ 7,743.08 crore (US$1.1 billion) (2019) [1]",1943,"Mumbai , Maharashtra , India"
Rashtriya Chemicals & Fertilizers Limited ,,,http://www.rcfltd.com,"U. V. Dhatrak, CMD",₹ 72.52 billion (US$1.0 billion) (2017–18) [1],1978 ( 1978 ),"Mumbai , India"
PVR Cinemas,Entertainment (movie theatres),"above 1,600",http://www.pvrcinemas.com/,Ajay Bijli {Chairman and MD ),"₹ 31,187 million (US$450 million)","January 9, 2000 ; 19 years ago ( 2000-01-09 )",
Raj Television Network Limited,Mass media,,http://www.rajtvnet.in,,₹ 69 billion (US$1.0 billion) (2013) [1],14 October 1994,"Chennai , Tamil Nadu, India"
Radico Khaitan Ltd.,Alcoholic beverages,,http://radicokhaitan.com,Dr. Lalit Khaitan(Chairman & MD) Abhishek Khaitan (MD) [2],"₹ 19.8 million (2012) ₹ 169,227 (2011)","Rampur , United Provinces , British India (1943 ( 1943 ) )","Rampur, Uttar Pradesh , India"
Power Finance Corporation Ltd.,Financial services,500 approx,http://www.pfcindia.com,"Rajeev Sharma (Chairman & Managing Director) N B Gupta (Director, Finance) Ravinder Singh Dhillon (Director, Projects) P K Singh (Director, Commercial)",USD 4.02 bn (2017-18),July 1986,"New Delhi , India"
Punj Lloyd,Energy Infrastructure Defense,"~8,775 [3]",http://www.punjlloyd.com/,Atul Punj (Chairman),,,
Ranbaxy Laboratories Limited,Pharmaceuticals,"10,983 (2012) [1]","http://www.sunpharma.com/,https://www.wikidata.org/wiki/Q377214?uselang=en#P856","Arun Sawhney (CEO, Ranbaxy Laboratories) Joji Nakayama (CEO, Daiichi Sankyo)",,1961 ( 1961 ),"Gurgaon , Haryana , India"
Oracle Financial Services Software Limited,"IT services , IT consulting","8,818 (March 2017) [3]",http://www.oracle.com,"Derek Williams, Harinderjit Singh, Richard Jackson, Robert K. Weiler, Shankar Venkatachalam, Chet Kamat, Samantha Wellington
  William Corey West (Directors) [1]",₹ 45.27 billion (US$650 million) (2018) [2],1990 ; 29 years ago ( 1990 ),"Mumbai , India"
Oriental Bank of Commerce,Banking Financial services,"21,729(2019) [3]",https://www.obcindia.co.in,Mukesh Kumar Jain (MD & CEO) [2],"₹ 17,867.69 crore (US$2.6 billion)(2019) [3]",19 February 1943 ; 76 years ago ( 1943-02-19 ),"Gurugram , India"
Reliance Industries Limited,Conglomerate,"194,056 (2019) [3]",http://www.ril.com/,Mukesh Ambani (Chairman & MD),"₹ 622,809 crore (US$90 billion) (2019) [1]",8 May 1973 ; 46 years ago ( 8 May 1973 ),"Mumbai , Maharashtra , India"
Pfizer Inc.,Pharmaceutical,"~92,400 (2018) [1]",http://www.pfizer.com,Ian Read (Executive Chairman) Albert Bourla (CEO),US$ 53.64 billion (2018) [1],1849 ; 170 years ago ( 1849 ) in New York City,"235 East 42nd Street Manhattan , New York City , New York 10017 United States"
Nucleus Software,IT services,"1,665 (as of 31 March 2017) [2]",http://nucleussoftware.com,,"INR 346.22 cr.,  $ 57.74 mn  (FY 2013–14) [1]",1986,"Noida , Uttar Pradesh , India"
Petronet LNG Ltd,Oil and gas,,http://www.petronetlng.com/,"M. M. Kutty (Chairman), Prabhat Singh (MD & CEO)","₹ 24,963 (In Crores)",,"New Delhi , India"
OnMobile Global Limited,Telecommunications,1067 [1],http://www.onmobile.com,François-Charles( Chairman & CEO ) [2],Rs. 346 crore ( FY 2015-16) [1],"California , U.S. (September 2000 ( 2000-09 ) )","Bangalore [1] , India"
Nectar Lifesciences Limited,Pharmaceuticals,2200,http://www.neclife.com/,Sanjiv Goyal (Chairman) Dinesh Dua (CEO) Sandeep Goel (CFO) Sunder Lal (Company secretary),₹ 16.4 billion,1995,"Chandigarh , India"
Muthoot Finance,Finance,"30,000 (2012) [1]",http://www.muthootfinance.com/,M G George Muthoot (Chairman) George Alexander Muthoot ( MD ) George Jacob Muthoot ( Joint Managing Director ) George Thomas Muthoot ( Joint Managing Director )),,"Kerala , India 1939","Kochi , India"
Pincon Spirit Limited,Alcoholic beverages,,http://pinconspirit.in,Mrs.Sarmistha Chatterjee (Chairman and MD- Mobile 9830143869) [2],,"July 29, 1978 ; 41 years ago ( 1978-07-29 ) in Calcutta , West Bengal, India","Kolkata , West Bengal , India"
Oil and Natural Gas Corporation,Oil and Gas,"33,560 (2018) [4]",http://www.ongcindia.com/,Shashi Shankar [1] (Chairman And Managing Director),"₹ 117,173 crore (US$17 billion) (2019) [2]",14 August 1956 ; 63 years ago ( 14 August 1956 ),"Vasant Kunj , New Delhi, India"
Mercator Limited,"Shipping , Coal , Dredging and Offshore Oil",,http://www.mercator.in,"H. K. Mittal, Chairman & Atul J. Agarwal, MD [1]",₹ 683.90 crore (US$99 million) [2],"1983, Mumbai","Mumbai , Maharashtra , India"
NLC India Limited,Mining and Electric utility,"12914
   (as on 31.08.2019) [2]","http://www.nlcindia.com/,https://www.wikidata.org/wiki/Q3530370?uselang=en#P856",,"₹ 8,672.84 crore (US$1.3 billion) (2017) [1]",1956,"Neyveli , Tamil Nadu , India"
Metals and Minerals Trading Corporation of India Limited ,Trading Company,,http://mmtclimited.com/,Mr. Ved Prakash [1] ( Chairman & MD ),,26 September 1963,"New Delhi , India"
Mindtree,"IT services , IT consulting","20,204 (2019) [3]",http://www.mindtree.com,Anil Manibhai Naik (Non-Executive Chairman) [1] S. N. Subrahmanyan (Non-Exe Vice-Chairman) Debashis Chatterjee (MD & CEO) [2],"₹ 70,215 million (US$1.0 billion) (2019) [3]",18 August 1999 ; 20 years ago ( 1999-08-18 ),"Bangalore , India"
Mastek Limited,Software Information technology,2000 +,http://mastek.com,"John Owen (Group CEO), Prahlad Koti (UK MD), Abhishek Singh (Group CFO), Maninder Kapoor Puri (Group CPO), Dennis Badman (Chief Business Officer), Laura Cameron-Peck (Chief Growth Officer), Hiren Shah (SVP Service Lines)",$147.76 million(in FY 2018-19),May 1982,"Mumbai , India"
Martin Burn Ltd.,Construction Real estate,,,,,1946 ; 73 years ago ( 1946 ),"Kolkata , West Bengal , India"
Mangalore Refinery & Petrochemicals Ltd.,Oil and gas,,http://www.mrpl.co.in,Shashi Shankar (Chairman) M. Venkatesh ( MD ),₹ 396.38 billion (US$5.7 billion) (FY2016) [1],1988,"Mangalore , India"
Merck KGaA,Chemicals pharmaceuticals,"51,713 (2018) [1]",http://www.merckgroup.com,"Stefan Oschmann ( CEO and Chairman of the executive board) , Wolfgang Büchele ( Chairman of the supervisory board )","€ 14,836 million (2018) [1]",1668 ; 351 years ago ( 1668 ),"Darmstadt , Germany"
Maruti Suzuki India Limited,Automotive,"40,000 (2019) [5]",http://www.marutisuzuki.com/,R. C. Bhargava [3] ( Chairman ) Kenichi Ayukawa [3] (Managing Director & CEO),"₹ 886,301 million (US$13 billion) (2019) [4]",1981 ; 38 years ago ( 1981 ) [1],"New Delhi, India [2]"
MARG Limited,Infrastructure,,http://marggroup.com,G R K Reddy (Chairman & Managing Director),₹ 15.8 billion (US$230 million) (FY 2012),1994,"Chennai , India"
Manappuram Finance Limited,Non-banking financial company (NBFC),"over 17,500",http://www.manappuram.com,"V.P. Nandakumar , MD & CEO",,1949,"Valappad , Thrissur , Kerala , India"
Mahindra Two Wheelers,Motorcycle,,http://mahindratwowheelers.com,Anand Mahindra (Chairman & Managing Director),,2008 ; 11 years ago ( 2008 ),"Pune , India"
Mandhana Industries Limited,Textile,"6,000 (2015) [1]",http://www.mandhana.com/,Piyush Goyal ( Managing Director ),"INR 1,684.98 cr (Mar 2015) [1]",1985,"Mumbai , Maharashtra , India"
Mahanagar Telephone Nigam Limited,Telecommunications,"25,191 [5] (FY18)","https://www.mtnl.in/,http://mtnldelhi.in/,http://mtnlmumbai.in/",Sunil Kumar (Chairman & MD) [4],"₹ 3,116.42 crore (US$450 million) [5] (FY18)",1 April 1986 ; 33 years ago ( 1986-04-01 ) [1],"Mahanagar Doorsanchar Sadan, 9, CGO Complex, Lodhi Road , New Delhi , India [2]"
LIC Housing Finance Limited,Financial services,2103,http://lichousing.com,Siddhartha Mohanty ( MD & CEO ) [1],,"June 19, 1989","Mumbai , India"
Liberty Shoes,Shoe,,https://www.libertyshoesonline.com,Adesh Gupta (CEO),APRROX 600 CRORE 2015,1954,"Karnal , Haryana [1]"
McLeod Russel India Ltd,Tea,"90,000",http://www.mcleodrussel.com,Mr. Aditya Khaitan (CEO & MD),,,"Kolkata , West bengal , India"
KS Oils Limited,Fast-moving consumer goods Conglomerates,"~ 3,000 (2008)",http://www.ksoils.com/,"Ramesh Chand Garg , Chairman Davesh Aggarwal , Managing director",$4246.19 Million USD 147.32%,,"Morena , Madhya Pradesh , India"
KPIT Technologies Limited,Automotive,"7,000+ (as of June 2019) [4]",https://www.kpit.com,,US$ 567.64 million (FY 2017-18) [3],,"Pune , Maharashtra , India"
Kokuyo Camlin Ltd.,Stationery,,http://kokuyocamlin.com,Dilip Dandekar (Chairman & Managing Director) [1],,1931 [1],"Mumbai , India"
Kirloskar Group,Conglomerate,"~18,000",http://www.kirloskar.com,"Sanjay Kirloskar (CMD, Kirloskar Brothers Limited ) Atul C. Kirloskar (Chairman, Kirloskar Oil Engines Limited ) Rahul C. Kirloskar (Chairman, Kirloskar Pneumatic Company Limited )",$3.5 billion USD,1888 ; 131 years ago ( 1888 ),"Pune , Maharastra , India"
The Leela Group,Hospitality,,https://www.theleela.com/,Vivek Nair (CMD) Dinesh Nair (JCMD) Rajiv Kaul (President),₹ 714 crore (US$100 million) (2017),"Mumbai , India (1983)","Mumbai , India"
Lakshmi Vilas Bank Limited,"Banking , financial services","3,565 (2016) [2]",https://www.lvbank.com/,Parthasarathi Mukherjee (MD & CEO)resigned on 28/08/2019,"₹ 2,568.29 crore (US$370 million) (2016) [2]",1926 [1],"Chennai , Tamil Nadu"
